Total Alkaloids,Reducing Sugars,Total Sugars,Total Nitrogen,K,cl,pH,Starch,Neochlorogenic Acid,Chlorogenic Acid,Cryptochlorogenic Acid,Scopoletin,Rutin
3.888121578,14.87385095,18.05537082,2.269195152,2.618895021,9.481363389,4.9,3.893342899,1.144894269,9.818250248,1.861532575,0.30888011,9.0545194
2.172927221,22.22407371,27.03603623,1.780054698,2.397814589,3.46596906,4.95,4.650983971,1.92679794,12.26467256,2.980365684,0.182334948,9.249115696
2.20168166,19.68939653,23.15210684,1.930354731,2.763394493,3.083012594,4.94,3.68041701,2.07338781,13.91185671,3.398996272,0.279445257,8.909895624
2.115684056,22.99851534,26.56876424,1.692127745,2.445621834,3.865647944,4.9675,4.667817906,1.97556196,13.22324356,3.267416422,0.198895167,8.340632197
2.6398282,21.12346212,24.80376692,1.909986341,2.41577926,3.068609771,4.925,4.033098749,1.941187407,12.96677068,3.047119066,0.208555555,9.683285073
3.031822025,19.14677869,25.27025392,1.911878291,2.239709824,3.180669755,5.045,5.074230074,1.961398729,14.4650846,3.126589838,0.135731893,12.33236921
2.855067747,21.1846246,25.25135207,1.882236761,2.173300376,5.891663805,5.145,4.62259608,1.632108142,11.58454962,2.549473993,0.200799989,10.76153707
3.28675883,20.2395326,23.90204984,2.039816069,2.240632655,3.146251466,5.085,4.192528616,1.834251355,13.99021577,3.028009774,0.235819134,12.36078073
2.238765646,19.95114537,22.2795607,1.833123372,2.688707866,5.938850316,5.09,4.100317297,2.16466328,14.22132791,3.351838211,0.277238434,11.07362238
2.458927891,19.1845935,22.60351316,1.925559935,2.562550261,3.974693535,5.09,3.730520976,2.028173723,14.53400316,3.266271459,0.229337118,12.89392362
2.929069377,17.78096076,20.95668152,1.963020921,2.380186324,2.392682395,5.04,4.447668642,1.86657177,13.99652486,3.018952846,0.237168029,13.42340483
2.18289128,20.82177599,26.28421976,1.713207044,2.594758111,4.274004653,5.185,4.429297947,2.286871354,15.86334785,3.445643542,0.183329093,13.84117294
2.80202917,20.64298089,24.69814972,1.758405362,2.281862102,2.095135935,4.875,4.67583233,1.757980607,11.84221964,2.928330323,0.171202386,9.014911025
2.46176458,21.16373154,23.76709173,1.790843611,2.442171463,5.277452455,4.915,4.44588021,1.523598172,11.28620733,2.571132608,0.286002815,8.008774924
2.465227195,24.06189645,27.46714044,1.647395655,2.341046997,2.745287123,5.025,5.17182912,1.968043362,13.46578234,3.231879837,0.191107312,10.54168799
2.80446871,19.99230995,24.0231644,1.969692564,2.315425726,4.633579123,5.115,4.808445268,1.733495945,12.35945763,2.585627631,0.228911394,12.08003829
2.643873979,21.32133371,23.82643076,1.888215703,2.37809973,3.119544996,5.045,5.01824499,1.904962964,14.59228718,3.136831521,0.251893836,13.20283478
2.998385552,20.23833161,23.22201562,2.004655411,2.479762695,3.351918147,5.01,4.605084803,1.605194581,11.49100571,2.67971545,0.258899455,10.91107797
2.869774513,22.27563812,26.51742941,1.826002984,2.522050609,3.717531818,5.135,5.211749146,1.699461741,12.0383973,2.702001243,0.192351915,10.32942101
3.661277666,15.19981811,17.53058222,2.210691055,2.740332118,6.729021396,4.915,3.623102899,1.251741626,10.24381937,2.085838333,0.351373754,9.335683878
3.895148981,12.53106245,14.18985575,2.596582014,2.228535071,4.021696102,4.735,3.903906836,1.350562112,8.488030448,2.205552585,0.325160126,8.067828023
2.24881108,21.12283307,24.54468547,1.807966398,2.57863272,3.243695341,4.91,4.200495293,1.912345882,14.02113824,3.293338764,0.204806557,9.56490286
2.843649209,20.09688664,23.22289067,1.849916896,2.505469448,4.475047654,4.935,5.887243243,1.534682324,11.38157629,2.554189015,0.210710816,9.011692855
1.775571852,23.98150874,25.67503989,2.068082458,1.974057241,4.833235105,4.75,4.883527076,1.194203503,8.281718252,1.990483836,0.256951465,6.286438936
2.548598959,16.62414264,19.14902135,2.003488501,2.611905088,3.619218369,4.815,4.533412323,1.508595588,10.56862225,2.630736602,0.345510817,8.5514406
3.142954925,19.25681113,22.94793466,1.932503989,2.13322676,5.636699452,4.94,4.528548594,1.404580881,11.2934695,2.33332023,0.225554255,10.87544294
3.870258746,14.48007766,17.66557905,2.455791827,2.585765629,6.179243577,4.905,3.603923354,1.214098403,9.137006411,1.997653502,0.274098654,9.010213783
3.342781374,18.2834128,21.32309414,2.053042885,2.417198004,6.440579001,4.8925,4.190930555,1.324385756,10.01473069,2.164063385,0.281374144,8.377883521
3.247766701,18.77256156,22.16441466,2.011809001,2.360244088,3.283395863,4.995,4.112277369,1.227710078,9.653211461,1.972195807,0.234736126,8.675390713
3.087679273,17.68366399,20.80165588,1.951965329,2.343518662,5.718924664,4.99,4.590041841,1.342002727,10.667396,2.228904834,0.26512574,9.081071838
2.598954902,19.72529193,24.29197436,1.816982209,2.381757958,2.405727202,5.08,4.337210416,1.975126994,13.57450166,3.176990274,0.1589921,10.9059162
1.954534694,20.39081077,22.67835429,1.712630559,2.525926678,1.518964341,4.89,5.362231677,1.919347506,9.005881867,2.882881588,0.421073219,7.722843227
2.677203406,18.57665471,21.2151242,1.937622438,2.570487798,3.605153854,4.92,4.693774428,1.478569023,11.22688726,2.436423429,0.265977142,9.396572686
3.300215087,15.65386258,18.7732228,2.127513526,2.58640796,4.518286301,4.915,4.049612794,1.376703612,10.099227,2.257134736,0.292046376,9.098145661
3.012197807,20.66525887,23.55221453,1.93134535,2.466440499,5.575439603,4.995,4.452008836,1.567880682,11.50509207,2.563110162,0.276408732,10.15451893
3.127261483,15.10519062,17.725073,2.098278966,2.593295936,4.499869195,5.005,3.583877941,1.467515588,12.90672018,2.573941682,0.343002356,12.28151743
3.120509016,18.64376715,22.94467035,2.022958488,2.393779878,3.755140618,5.175,3.595315663,1.748042371,12.02510657,2.679204865,0.212166371,10.99075808
2.372840691,22.894903,26.34957298,1.802464794,2.562951108,1.674724749,5.025,4.464037132,2.290182647,14.9544058,3.56931652,0.213941409,11.99376794
2.936545283,17.5436526,21.35385937,2.030093896,2.527241719,4.757446481,4.955,4.062819238,1.580515395,11.64408294,2.532646417,0.2526699,9.670362392
3.003328692,20.55198966,24.5594086,1.955602687,2.331439539,4.442420639,5.0325,4.539044125,1.625201283,12.55372742,2.648425849,0.217233908,11.24972958
2.197632043,20.01006116,22.83023599,1.83971691,2.721136411,1.847177278,4.965,4.028614775,2.034075804,14.42953207,3.380847765,0.250474845,10.98530556
2.657800334,17.45322308,20.23212023,2.095341248,2.723198095,3.52031766,5.055,3.822685002,1.699565903,12.46434947,2.703271073,0.274509485,11.43848964
2.439163432,21.55987757,25.5690804,1.812833279,2.597331081,3.479756611,5.08,4.531091384,2.095033123,15.33564176,3.2035384,0.24437168,13.57714151
2.20540573,25.48626965,29.48742553,1.6392666,2.476114536,4.52787418,5.105,4.972274179,2.021565954,15.01488526,3.410944272,0.192164666,11.14365714
3.104380751,20.59944594,24.36943984,1.999000768,2.391934206,3.371928147,5.015,5.005755875,1.733199992,12.59109303,2.673420011,0.245470412,10.87954498
2.715809151,20.30145553,23.54013152,1.941615512,2.456837739,2.556889144,5.065,4.803083442,1.782224383,13.55996399,2.86430942,0.283359316,11.19686706
3.150213712,19.43868237,22.6913388,2.038540831,2.306656515,5.212298955,5.01,5.243546919,1.42251848,10.71929693,2.270089437,0.307102793,10.20252955
2.569839234,22.34582545,27.18100906,1.726082335,2.232092032,3.382974736,5.135,5.14849659,2.298831113,15.15365532,3.35199702,0.163754374,12.85063712
2.85536848,21.08003858,24.55853514,1.905443704,2.259816998,5.491227335,5.06,5.521127344,1.628476344,12.42658006,2.541693177,0.224774914,11.86208637
3.079987252,19.33821693,22.43067711,2.014494053,2.380073301,4.191870444,5.025,4.53268823,1.819175598,12.57899424,2.809628858,0.281695438,11.5664259
2.301959345,23.31589615,27.85625545,1.717963914,2.410219285,1.510449786,5.165,4.606058586,2.421298952,16.28407288,3.822270078,0.181768658,12.56486338
2.510208891,21.28060736,23.6218987,1.878472732,2.433986859,3.194846082,4.995,5.491917354,1.718185285,13.25832091,2.799506182,0.318062069,12.48543764
2.948887385,22.85633886,25.71641672,1.961234113,2.430462971,3.415455439,4.94,4.550557151,1.957182592,13.30398033,2.988301089,0.215268438,10.69079695
2.760864141,18.97227779,21.28166459,2.031971449,2.48200888,3.635368941,4.96,5.091050378,1.588276973,12.52898956,2.551884301,0.288378932,12.57986159
3.12800475,17.77420494,19.35742085,2.181496852,2.645015323,3.461123326,4.87,4.792029272,1.291802851,9.112591342,1.908274876,0.339086954,10.11748316
2.556485655,20.53633679,25.62578921,1.830057213,2.609559031,3.437685759,5.04,5.343784384,2.008115787,13.9905476,3.119217181,0.140976863,12.18623797
3.469915596,16.16008092,19.92638714,2.004966326,2.240881272,5.078049034,4.92,3.740419711,1.456474952,10.71164141,2.336347689,0.193207851,9.960222612
2.898813263,20.21454702,25.17818062,1.943694064,2.385502046,3.406463868,5.05,4.30765886,2.097215773,15.59057644,3.294809937,0.147633063,13.24251534
3.702782351,14.57705605,16.50729861,2.45447239,2.706429229,6.106280933,5.0,3.859694845,1.14128625,8.846606025,1.765950766,0.377414471,9.777796753
2.27668946,21.72236062,25.54197102,1.730737577,2.532163558,2.436582067,5.15,5.431991515,2.201236263,16.13565553,3.284189488,0.174824596,14.48372136
3.463818314,11.82352729,14.17451495,2.419353108,2.928313995,5.929395105,4.88,3.07378915,1.178434687,9.240585054,1.899880453,0.332768444,8.210377653
2.355039407,17.92480024,20.63114331,1.960698669,2.815597148,2.766007152,5.05,4.184143089,1.937492091,15.7093843,3.113892728,0.279084999,13.0740166
2.316497497,17.45740309,20.45652335,1.976160931,2.909156953,2.71624057,4.98,3.11193088,2.276381537,13.90705919,3.522974936,0.285572015,9.942319811
2.219054017,23.39676752,27.31441851,1.744015796,2.570471081,3.093359526,5.04,5.50201637,2.076012992,16.18257586,3.355934736,0.177402282,12.43093767
2.764228786,19.5044585,22.05924379,2.09935618,2.744582857,3.968118995,4.96,4.292611271,1.800000226,12.62072372,2.871836803,0.29395761,10.45687865
3.434347973,16.96817808,21.44874253,1.987586681,2.231332188,4.585946806,5.03,3.760255342,1.430525636,10.49213164,2.160120098,0.163964192,9.53961166
3.046192428,15.82812584,17.57880564,2.152447099,2.409788085,4.408179395,4.95,4.032848241,1.382849795,9.575703635,2.098238911,0.304973331,8.846325398
3.018201234,15.607546,19.37256524,1.974225676,2.371953563,3.646447658,5.0,3.94852007,1.58982172,11.78580998,2.36139331,0.169003517,10.91696576
3.1924167,17.22709331,21.06546652,1.941848731,2.255145365,3.189177582,5.0,3.633360115,1.62579203,11.12850083,2.445402495,0.182462203,9.119052028
3.204846502,16.57789875,19.71788,1.96814119,2.271541392,3.93699326,4.995,4.479271733,1.306686115,9.448876902,1.907033036,0.21957889,9.646252054
2.8524057,21.71138011,23.95203126,1.708004409,2.268087658,5.651105117,4.99,4.755063166,1.262323563,9.836519579,1.930990008,0.233161056,8.701685184
3.4342076,17.15764987,19.90428008,2.082277282,2.228464063,4.471177965,4.95,4.248520412,1.28054045,9.291159307,1.916436896,0.297432716,10.68221054
1.931789298,21.39713181,26.12633949,1.637347721,2.44353267,1.495372582,5.05,3.940168341,2.223307495,15.46895459,3.694309341,0.144043251,10.09997936
3.245070206,17.86619174,20.49169024,1.965348264,2.260799502,5.418392738,4.945,4.330713119,1.237105558,10.88153226,1.943109323,0.242187855,11.11355543
3.556706535,12.60306231,15.13390525,2.270846882,2.650129198,7.623218648,5.05,3.099555488,1.104405777,9.153844573,1.681441523,0.304264492,9.356228206
2.501823416,20.86868278,23.47846086,1.716769206,2.126901987,4.957837282,4.97,5.08553048,1.462560257,10.47276045,2.395763828,0.170390414,9.075033746
2.920980907,17.67150034,19.19922166,1.916045083,2.199898719,3.826544403,4.92,4.354104141,1.379169596,9.194765935,2.050586802,0.266295549,9.113570014
2.340759055,21.06081344,23.09160769,1.71214529,2.199711854,6.097005691,5.05,3.957910256,1.808532046,12.58817069,2.912936696,0.173088618,9.553019859
2.851004108,19.59929937,22.13971013,1.784160432,2.234828347,3.241357781,5.04,4.034673855,1.564820117,10.87715407,2.461988363,0.160991255,9.329321331
3.248903217,15.14807997,18.29736166,2.199507141,2.148099265,4.791312937,5.0075,3.766277594,1.518684445,10.83158026,2.298029216,0.240992338,9.410534376
3.035308595,9.331025347,10.08405764,2.493638238,2.631717746,5.93083783,5.03,3.592922956,0.83630056,5.840847621,1.140652842,0.519519643,4.703697324
3.272824626,13.93726546,15.23307413,2.164839986,2.516209355,2.939079604,4.9,3.9740434,1.211543324,8.210425369,1.801428283,0.341647137,7.90421105
3.264756133,16.4108571,20.02409649,1.961318324,1.987966337,3.40210669,4.93,4.509947357,1.522668138,10.94993643,2.351502011,0.174660469,10.27671685
2.470478792,18.08783301,21.20686623,1.777017015,2.503927189,4.870568723,5.05,3.770967357,1.622564383,9.872434746,2.659856513,0.236906716,7.369833008
2.615637413,14.82342939,16.89041563,2.013862328,2.256489891,2.600519196,4.84,5.012898036,1.248516135,7.309918787,1.863024719,0.356428698,6.870785416
2.124155872,19.71916113,22.00447164,1.774509301,2.178565943,2.493308275,4.855,4.212922648,1.575410665,9.270150365,2.70324867,0.332346802,7.49126896
3.495687546,15.0580704,18.85608024,2.045336643,2.353427555,5.114553896,4.98,3.879506861,1.399168521,10.52597951,2.227607605,0.207257877,10.42332462
3.027708786,17.52051904,21.4275994,1.874130894,2.349361097,3.017753055,4.97,4.123611775,1.756984336,12.44099357,2.879103419,0.143537553,10.76236456
2.384288012,16.09265491,18.03940566,2.403969774,2.174961637,4.278993686,4.785,3.345902375,1.343406151,6.692944879,1.995840604,0.43190554,7.890692212
2.824111709,19.64993081,22.39036122,1.785534026,2.098228138,4.144862837,4.95,5.08756122,1.126754562,9.778370533,1.933983589,0.241336877,8.731739172
3.042878765,18.65806368,22.40627892,1.887798439,2.324104207,4.659407346,4.96,4.375538699,1.388386029,11.09057985,2.193700229,0.186578252,10.80750378
2.669037111,17.03966398,21.77182369,1.709562184,2.236369786,2.611944584,5.03,4.578778633,1.766537492,11.87654572,2.751076882,0.151266107,10.44246267
3.880555543,15.49361728,19.34958892,2.072802414,2.363800797,7.700024511,5.06,3.342534524,1.38148703,10.60174148,2.014255302,0.244644973,11.60659654
2.80120914,13.1754053,15.04736918,2.567060235,2.484514764,6.22096718,4.8,4.189493941,1.151009546,8.770556916,1.749467433,0.532916417,5.804851837
2.144574067,13.49184853,15.55822886,2.121761352,2.783289699,5.352256354,4.915,4.200483945,1.235620832,7.247478423,2.004340529,0.298433336,3.632309206
2.605490211,11.93432028,13.07331265,2.421261359,2.233968725,3.045238183,4.73,6.204156485,0.827783869,5.28038781,1.241011248,0.585851983,4.647900792
3.102040633,12.70424381,14.20287379,2.497883928,2.550820524,5.137003018,5.015,4.189872738,1.154274,9.906098857,1.690752328,0.546331875,7.195920813
3.524319067,5.512717254,6.415183141,3.029503501,2.730872573,4.897968838,4.77,3.619093366,0.536748271,3.318199938,0.795145124,0.821167094,3.006746439
2.903295247,11.62638024,13.45757108,2.431474757,2.405199084,6.157570233,4.72,5.123267553,0.848566391,6.886798962,1.321642815,0.511941972,4.229802021
2.418854488,16.35142292,17.5931319,2.164493742,2.52894998,4.448533714,5.015,6.346888479,1.322735631,9.841479021,1.965600939,0.389921092,5.840285053
3.119836672,14.03360024,15.57013204,2.514070414,2.442145973,5.025734473,4.965,4.868784604,1.095608263,9.134214042,1.558758931,0.413686396,6.417583205
2.880324608,14.0153784,16.32733679,2.338601363,2.800790282,8.694218414,4.905,5.340489545,0.97336047,8.499460523,1.451269912,0.508307495,5.680724761
3.115539337,9.654151293,11.10821836,2.679737462,2.745785379,5.398114779,4.96,3.821438854,0.959257205,7.06291306,1.428358446,0.618431405,5.50155713
3.219762495,10.73258687,12.43607956,2.628032892,2.636355001,5.449386286,4.87,3.83538271,0.997959619,7.863493079,1.485484879,0.682806013,5.664444208
3.024568585,15.04046489,16.76457064,2.278340337,2.466014722,6.750287354,4.965,4.810582233,1.036185921,7.906623665,1.736565383,0.381623196,4.785042081
2.92903167,8.265593206,9.176467977,2.525227472,2.554301058,4.337829446,4.69,5.494483299,0.726430589,4.355688937,1.154765102,0.586475639,3.295116415
3.1187807,11.48086947,12.33717501,2.680407485,2.909655758,4.869959214,4.695,3.624442022,0.848616639,4.634643352,1.270259707,0.765289246,3.692366865
2.744552286,8.840045012,9.895341908,2.51714055,2.572199974,5.614349307,4.645,4.27598738,0.706670583,4.668366767,1.188473096,0.578200049,2.983869748
2.510228721,14.25867087,16.53664559,2.230222525,2.407335269,6.290489929,5.01,5.212975628,1.180052036,9.960432601,1.907595565,0.430287908,6.138408879
3.025276936,12.28509663,13.97365603,2.338276609,2.408444969,4.598861691,4.925,4.634260252,0.936942236,8.080919141,1.53247495,0.528595496,5.435472144
2.809874323,14.73990779,17.40615447,2.284148921,2.40608247,6.575187084,5.075,4.787447203,1.145899135,8.270660675,1.76924572,0.344515429,5.328849817
2.737490405,17.92654415,21.75484559,2.136946233,2.326624821,6.736415295,5.16,5.243323155,1.203676927,13.3352644,1.981820172,0.288593846,7.372358071
3.153653943,9.707508769,11.3590253,2.679334286,2.589421742,4.775211631,4.905,3.815209642,0.956482079,7.130222877,1.42998279,0.658465936,6.127670543
2.596659548,15.98023333,18.29235456,2.142304556,2.60140289,7.249475315,4.945,5.763371651,0.964503438,8.403225133,1.430570838,0.300627863,6.387627253
3.51970487,12.1735261,13.89936935,2.704124595,2.616626615,6.770729748,4.905,3.848723832,0.764918645,6.58628118,1.150234878,0.565113792,5.402695167
3.168122019,12.54281225,13.47017669,2.826862248,2.324711535,6.930670978,4.86,4.400560565,0.817739532,6.724778597,1.205314462,0.5358217,5.592602132
2.774193637,17.02854654,18.04796593,2.279527809,2.39977407,7.379636079,4.97,4.64159888,1.25285468,10.20579227,1.979966492,0.370032274,5.401732552
2.651815935,16.49875993,18.2842432,2.19795743,2.658126886,7.127181291,4.94,5.010884557,1.1928394,8.063058283,1.75254363,0.341677214,5.146576616
2.840242827,11.86477053,12.64768271,2.453595703,2.871897622,3.621495278,4.78,5.382988743,0.855389012,5.405545686,1.312799695,0.578112143,4.183793595
2.990447717,12.01938855,13.74244082,2.421611665,2.543932028,5.059754844,5.04,4.743823211,1.030887386,8.673948157,1.527435265,0.433850239,6.228736001
2.692253223,15.53385907,17.36721885,2.169132267,2.321825373,3.072453143,4.78,6.62628969,1.028346703,8.212479097,1.538114529,0.277541226,6.9951005
2.747531575,16.6050045,18.82406369,2.295947774,2.623967137,7.212982617,4.99,4.473624524,1.212441955,10.91543829,1.857380763,0.40451354,6.400640508
2.208820259,13.96616908,15.81423237,1.919023141,2.963956587,6.87770603,5.03,4.035175721,1.235903633,7.807769438,2.002669512,0.27330419,4.060099917
2.669320323,18.40311819,21.08590247,2.21103581,2.3976106,7.191875543,5.025,5.164055899,1.255348148,12.55198606,2.002535136,0.334531707,6.509460163
2.86276544,16.87911022,19.01255224,2.243487626,2.287686276,5.735315603,4.915,5.22147462,1.178508403,11.32880801,1.965376194,0.41548485,5.775278285
3.102908573,12.08058275,13.10175257,2.422635942,2.565109016,5.783413516,5.01,3.49730186,1.196475597,8.274790984,1.651572972,0.477262784,5.792606666
2.986129852,9.041287417,9.81271489,2.519412999,2.620121827,5.721415423,5.03,3.593175222,0.851839517,5.914913968,1.194194603,0.504219401,4.758819799
2.844992868,17.57675281,20.59341957,2.031428252,2.139455159,4.733220577,4.9775,5.132546728,1.351318852,8.215075243,1.901636543,0.240159765,7.446550365
2.698438893,14.59803804,16.28350631,2.2955746,2.258249349,4.552203722,4.865,6.69614957,0.980351185,8.51696933,1.46881432,0.49760948,6.749639708
2.507946495,22.01358273,26.29155504,2.001454422,1.891652923,3.914962236,5.17,5.631751449,1.635227396,18.06239736,2.697729885,0.283688918,7.747189907
3.474495555,5.643579455,6.563807831,3.06284758,2.835944245,6.063064058,4.82,2.998232455,0.586631957,3.778874267,0.81879804,0.769137151,3.618341636
3.749831941,15.26366262,19.99921739,2.721267629,1.815085255,5.117678163,5.105,3.940019317,1.865329731,10.09142495,2.67086568,0.239113773,11.45745656
2.521425843,22.99229917,25.50170006,1.975230065,1.748011772,7.289981779,5.13,4.243890321,1.369891432,17.63813216,2.437497828,0.326887399,6.789143507
2.850481981,14.59793399,16.36607737,2.390998425,2.358982035,6.02864208,4.895,6.594905682,1.02842397,8.567145803,1.495341687,0.476682092,7.077698467
2.322891877,20.98106674,24.34608837,1.996498431,1.98658835,6.168526072,5.12,5.353065141,1.6579718,18.75513136,2.861837732,0.296794523,7.211942641
3.049773354,9.229446679,10.3220198,2.752807484,2.686479341,6.208504269,4.68,6.132478532,0.686092648,4.826486317,0.982709071,0.737263854,3.858965823
3.166452881,10.65141623,11.77524231,2.67116062,2.489955161,5.238549615,4.845,4.263675247,1.002706193,7.059167755,1.459833601,0.683636142,5.635634615
2.33303414,19.46969776,22.42463412,2.102045238,2.172253124,3.888648593,4.935,6.90597073,1.193650869,12.40394136,1.800883813,0.354951465,7.780551724
2.257615866,19.39720294,20.66278437,2.115617365,2.902522471,2.324488982,4.835,4.135641016,1.867993703,13.37323624,2.97529947,0.409990461,8.457901801
2.326784044,16.24152616,17.50306116,2.23122686,2.858237111,2.790799946,4.93,3.531291761,1.755346768,13.35832461,2.766592185,0.378666881,9.542429156
2.491834074,18.56102593,20.8346404,2.038294858,2.778978686,3.322828092,4.91,4.71432397,1.800193556,12.4612265,2.83063658,0.364234633,9.312664352
2.294254436,17.06095673,19.23228235,2.130326388,2.973853053,3.060881581,4.82,3.894433338,1.93852579,14.51908353,3.18291124,0.428157551,9.228208698
2.424807562,19.41927401,22.2912711,2.042766033,2.912588188,3.666929052,5.1,4.280121271,2.030713875,14.81435926,3.191603581,0.312010702,12.24859732
2.987850398,17.07248703,19.16474769,2.293963191,2.677106641,3.531394713,4.795,5.955272921,1.459260225,9.895355141,2.232875147,0.375212731,8.216181223
2.39117254,20.52867274,21.95740639,1.953922417,2.890731675,3.646974627,4.935,4.50170233,1.830300817,14.04157162,3.003154891,0.288680851,9.663019376
2.189893046,19.04105728,21.27562605,2.120559146,2.794229147,4.015251148,4.96,4.086468742,2.101398532,16.93161451,3.38667801,0.364146741,11.12518946
2.050726915,21.17829387,23.90899227,1.965146542,2.874244666,2.36689083,5.04,4.30443553,2.09986766,14.75385805,3.165891479,0.367162797,10.93105795
3.019241153,14.52578054,16.8531586,2.300036517,3.014350581,4.540490588,4.8725,3.712843268,1.255557273,8.429366356,1.900035848,0.393585354,8.98653853
2.174710963,18.61761311,20.48858356,1.972444662,2.895615264,3.433547325,4.965,4.195481989,1.719928722,12.81590635,2.799964521,0.365583159,9.040974503
2.339779328,16.49224208,19.01826492,1.998930885,2.70229985,3.912717891,4.845,4.834480076,1.402964224,10.33163522,2.233605591,0.335197603,7.803993144
3.163892002,14.81609554,17.56877363,2.286162581,2.774027623,6.155792586,4.895,3.833688306,1.114785644,9.145265769,1.842454426,0.358658218,8.565164508
2.821166045,14.69796147,16.53981235,2.394362221,2.888125627,3.921922363,4.795,3.956591411,1.397961733,10.0337536,2.295681442,0.547097262,8.852956346
2.44787669,16.65510865,19.11582841,1.982539019,2.944992997,4.809710786,4.89,3.531009656,1.634138292,11.8918531,2.668123159,0.356904261,8.237382627
2.635191631,17.68933621,19.73963114,1.982283896,2.795231587,3.04216273,4.98,4.364747311,1.578465323,11.14314445,2.575826043,0.314885365,8.366417469
2.363461012,17.75583904,19.2740091,2.129670037,2.834131911,3.507283104,4.965,3.906256685,1.844079296,14.85239492,3.084046839,0.421612303,10.45218719
2.34064841,19.0501897,21.21874393,2.000139304,2.879655132,3.037417894,5.035,4.434951211,1.735401263,13.68463662,2.886791871,0.344059591,11.20216999
2.260072984,19.25758592,22.09568346,1.947753662,2.859500918,2.689190874,5.075,3.757659616,2.113770221,15.38018176,3.25069002,0.271236401,11.89087007
2.248426279,21.55859251,24.61370048,1.93545594,2.794406431,1.671359149,5.065,4.552186536,2.176008554,15.32089065,3.366863453,0.265676404,11.48708084
2.209720109,19.96990213,21.58062864,2.151767381,3.016779118,3.626813181,4.94,4.167394702,1.821519548,12.45561381,2.737343766,0.338109795,9.950182615
2.153287014,20.12858307,21.88180863,1.947565595,2.919511757,2.672995135,4.99,4.205488928,1.445714871,9.884073644,2.157975639,0.185439177,6.861381862
2.211664405,17.40569771,18.82084775,2.026242926,2.974972796,2.915902719,4.7,4.342212871,1.818790137,12.61504378,2.920561347,0.45143329,7.355580097
2.319155276,16.69347385,18.32659188,1.958357274,3.067109768,4.599182869,4.73,4.209979702,1.506854405,8.935440495,2.308399024,0.433751077,5.523380505
2.280132462,22.14383806,24.15049481,1.970464715,2.835419213,1.952573058,4.98,4.181422109,2.215574554,15.2593407,3.431213741,0.229967276,11.50289487
2.614727017,20.21488528,22.94834019,1.76977746,2.852565591,4.272763796,4.97,4.875226056,1.676489646,12.16422913,2.663567904,0.227712468,9.217312199
2.674617181,17.98882794,22.19335532,1.853243275,2.392399171,3.331507096,4.98,4.910162706,1.705876814,11.642789,2.544435155,0.190565189,8.583334501
3.24305342,14.06042329,16.57223748,2.170947593,2.598695137,4.901589251,4.85,4.088063045,1.037396515,7.123220959,1.573941496,0.300847689,6.529349813
2.428239163,18.39750387,21.7386358,1.950626315,2.467211834,3.057118561,5.035,4.264209769,2.10165844,16.96284293,3.347852838,0.263910665,11.38172099
2.588041871,17.32209701,19.74096108,1.889766876,2.455021241,3.69470258,4.92,5.069915854,1.588207881,10.90449022,2.536503756,0.258384974,7.770309312
