predictor,component,p,component_sign
1562,1,-0.0089024876010289754,-1
1563,1,-0.0086147736336456299,-1
1564,1,-0.0078083115460729101,-1
1565,1,-0.007075570132760365,-1
1566,1,-0.0067483827550275984,-1
1567,1,-0.0064229135758268668,-1
1568,1,-0.0057698424960142686,-1
1569,1,-0.005711660942907446,-1
1570,1,-0.0050963627321460106,-1
1571,1,-0.0048741569992476752,-1
1572,1,-0.0045660583802937822,-1
1573,1,-0.0040853388625084787,-1
1574,1,-0.0036350630637750612,-1
1575,1,-0.0032992411369013328,-1
1576,1,-0.0030661079335890895,-1
1577,1,-0.0025392420304996806,-1
1578,1,-0.0024740125288049762,-1
1579,1,-0.0016992191011979295,-1
1580,1,-0.0015654509136833604,-1
1581,1,-0.0011800671200318321,-1
1582,1,-0.0010348885456559248,-1
1583,1,-0.00097597869298521409,-1
1584,1,-0.00098923825425493322,-1
1585,1,-0.00080351382569404737,-1
1586,1,-0.00083483507240621137,-1
1587,1,-0.00064324663976930891,-1
1588,1,-0.00039383358883157606,-1
1589,1,-0.00023937700081161126,-1
1590,1,2.854910028691603e-05,-1
1591,1,0.00025221468008402225,-1
1592,1,0.00027117043044852513,-1
1593,1,0.00075418588923741221,-1
1594,1,0.0010315305253774637,-1
1595,1,0.0010610713738767835,-1
1596,1,0.0013028367361069154,-1
1597,1,0.0011945029186691937,-1
1598,1,0.0015790527486150071,-1
1599,1,0.0018539588229027171,-1
1600,1,0.0020727930312994663,-1
1601,1,0.0024745387438320191,-1
1602,1,0.0027181965782064822,-1
1603,1,0.0029780477925793625,-1
1604,1,0.0033270545512396571,-1
1605,1,0.0035433026103209478,-1
1606,1,0.003988854888204346,-1
1607,1,0.004506906214235361,-1
1608,1,0.0049033095471187199,-1
1609,1,0.0056795103957216746,-1
1610,1,0.0061070666641869029,-1
1611,1,0.006630518024612354,-1
1612,1,0.0063325185327557975,-1
1613,1,0.0073344648072747364,-1
1614,1,0.0076903153919275023,-1
1615,1,0.007969078174090807,-1
1616,1,0.0085760829144775116,-1
1617,1,0.0086140549240244328,-1
1618,1,0.0088838958250312006,-1
1619,1,0.009073111299681122,-1
1620,1,0.009059361305805029,-1
1621,1,0.0093034670329894334,-1
1622,1,0.0097070433390468169,-1
1623,1,0.010205578901723101,-1
1624,1,0.010527202950502572,-1
1625,1,0.010531910868166771,-1
1626,1,0.010965304566414539,-1
1627,1,0.010688279805992178,-1
1628,1,0.01061169676897772,-1
1629,1,0.010040810734047253,-1
1630,1,0.0099740667044004097,-1
1631,1,0.0098144191020531815,-1
1632,1,0.0093028407691093159,-1
1633,1,0.0086616995189372301,-1
1634,1,0.0084604437971016709,-1
1635,1,0.0077869954573061362,-1
1636,1,0.0074926438103243131,-1
1637,1,0.0071745891951879694,-1
1638,1,0.0064920658747631109,-1
1639,1,0.0063576468065116428,-1
1640,1,0.0059240524306161894,-1
1641,1,0.0051970784952325719,-1
1642,1,0.0048027381035224423,-1
1643,1,0.0038004726644804555,-1
1644,1,0.0028182610613082903,-1
1645,1,0.0018469113694918264,-1
1646,1,0.00048192781088517763,-1
1647,1,-0.00093243058603423984,-1
1648,1,-0.0022124634440019515,-1
1649,1,-0.0036456233806560624,-1
1650,1,-0.0056415871752515494,-1
1651,1,-0.0071913408826168651,-1
1652,1,-0.0087515305955055567,-1
1653,1,-0.010192299338070143,-1
1654,1,-0.011472075726656901,-1
1655,1,-0.013286837719991916,-1
1656,1,-0.014882935365689704,-1
1657,1,-0.016774508963833628,-1
1658,1,-0.018237521268076901,-1
1659,1,-0.019896751528412415,-1
1660,1,-0.022068034487204926,-1
1661,1,-0.023585662458292335,-1
1662,1,-0.025277185487874564,-1
1663,1,-0.027090439932073017,-1
1664,1,-0.028365519988243024,-1
1665,1,-0.030017200069937675,-1
1666,1,-0.030683858684640478,-1
1667,1,-0.031517339591317084,-1
1668,1,-0.032130913041002934,-1
1669,1,-0.032136077998344934,-1
1670,1,-0.031609534417898676,-1
1671,1,-0.030771855273915176,-1
1672,1,-0.02985761451503299,-1
1673,1,-0.02880085037829935,-1
1674,1,-0.026717943695960145,-1
1675,1,-0.024511904626403055,-1
1676,1,-0.022144929460103296,-1
1677,1,-0.019136556054932467,-1
1678,1,-0.0162811736730906,-1
1679,1,-0.012646889348624022,-1
1680,1,-0.0090796556434886364,-1
1681,1,-0.005541074210965044,-1
1682,1,-0.0014653476652581785,-1
1683,1,0.0021227760148661732,-1
1684,1,0.0059453385298009918,-1
1685,1,0.0094238386887666118,-1
1686,1,0.013517989086673295,-1
1687,1,0.016221356499346386,-1
1688,1,0.019582413212003307,-1
1689,1,0.02196629201247275,-1
1690,1,0.023738895007805145,-1
1691,1,0.024945865104234841,-1
1692,1,0.025131804190627102,-1
1693,1,0.025686297251769526,-1
1694,1,0.025230998030654712,-1
1695,1,0.025020999563418699,-1
1696,1,0.024377210864771279,-1
1697,1,0.024248403578764385,-1
1698,1,0.024106842928505217,-1
1699,1,0.024760707467267499,-1
1700,1,0.02516495198004887,-1
1701,1,0.025515625818011502,-1
1702,1,0.026900737205506405,-1
1703,1,0.028147105546645079,-1
1704,1,0.029782054039831585,-1
1705,1,0.031738976378230352,-1
1706,1,0.033721288648483283,-1
1707,1,0.035374946677424239,-1
1708,1,0.037145844973556261,-1
1709,1,0.038819783164153465,-1
1710,1,0.040245382894735997,-1
1711,1,0.041938634812678968,-1
1712,1,0.042863314978701446,-1
1713,1,0.044641576743000545,-1
1714,1,0.045409956734852548,-1
1715,1,0.046235285733385374,-1
1716,1,0.047599186547413554,-1
1717,1,0.049219728383425844,-1
1718,1,0.050789348953501776,-1
1719,1,0.052378602568009573,-1
1720,1,0.054396086635675897,-1
1721,1,0.056467180678652092,-1
1722,1,0.058806688708498325,-1
1723,1,0.060786469458099693,-1
1724,1,0.063385958172892207,-1
1725,1,0.065006214890194994,-1
1726,1,0.067123176683421562,-1
1727,1,0.068113603378312668,-1
1728,1,0.06885038028678489,-1
1729,1,0.069534830934595532,-1
1730,1,0.069842535573390832,-1
1731,1,0.069414491841643625,-1
1732,1,0.068910990648627254,-1
1733,1,0.068644785563198557,-1
1734,1,0.067353632788854229,-1
1735,1,0.067078504566455935,-1
1736,1,0.065721646730582742,-1
1737,1,0.064811001121817313,-1
1738,1,0.063923181825603637,-1
1739,1,0.063243034673455573,-1
1740,1,0.061678984657631518,-1
1741,1,0.061054178699083243,-1
1742,1,0.060246986059242398,-1
1743,1,0.05859638770175777,-1
1744,1,0.057445836695703439,-1
1745,1,0.056609833199122467,-1
1746,1,0.054886014681720711,-1
1747,1,0.053624124591418521,-1
1748,1,0.052771903716691194,-1
1749,1,0.051117961301289198,-1
1750,1,0.050342024526084231,-1
1751,1,0.049401961777503348,-1
1752,1,0.048399459387672567,-1
1753,1,0.047605900971200273,-1
1754,1,0.047478540201781695,-1
1755,1,0.047039781725487957,-1
1756,1,0.046786456617741425,-1
1757,1,0.046466236838014083,-1
1758,1,0.046325829026040988,-1
1759,1,0.045970891127358103,-1
1760,1,0.045580228405815798,-1
1761,1,0.044854007192724733,-1
1762,1,0.044001030056727425,-1
1763,1,0.043052815146616429,-1
1764,1,0.041597646650552489,-1
1765,1,0.039558437129143115,-1
1766,1,0.037677337566066539,-1
1767,1,0.03497323758391245,-1
1768,1,0.032687127181523341,-1
1769,1,0.030465714459892847,-1
1770,1,0.02774868485925739,-1
1771,1,0.025374230498142459,-1
1772,1,0.022792371899067212,-1
1773,1,0.021067471220071819,-1
1774,1,0.019028842653039668,-1
1775,1,0.017865704894994731,-1
1776,1,0.016187004416703191,-1
1777,1,0.014935980295440902,-1
1778,1,0.013426294825705939,-1
1779,1,0.012262806134677487,-1
1780,1,0.010821103395375901,-1
1781,1,0.0098963821588724087,-1
1782,1,0.0088490224736999037,-1
1783,1,0.0077567878144610674,-1
1784,1,0.0063875012906463155,-1
1785,1,0.0054291255779184647,-1
1786,1,0.0039237641429504498,-1
1787,1,0.0029950214366497932,-1
1788,1,0.0021414310786971786,-1
1789,1,0.0014325137069365098,-1
1790,1,0.0011184296269571624,-1
1791,1,0.00084098391956975065,-1
1792,1,0.00059325771955250994,-1
1793,1,0.00045028720435167708,-1
1794,1,0.00043279284822904715,-1
1795,1,0.00017321441953778858,-1
1796,1,0.00039747309716757349,-1
1797,1,0.00037287036860915099,-1
1798,1,-4.8365044916343325e-05,-1
1799,1,-0.00027111614623921124,-1
1800,1,-0.00086227628979567881,-1
1801,1,-0.019316175397722853,-1
1802,1,-0.020012342626081394,-1
1803,1,-0.020936291160936468,-1
1804,1,-0.02124217902844272,-1
1805,1,-0.022199277150391817,-1
1806,1,-0.022418963245840879,-1
1807,1,-0.022962498580406485,-1
1808,1,-0.023231485521140682,-1
1809,1,-0.023321120055877349,-1
1810,1,-0.023347034392958835,-1
1811,1,-0.023162629838505196,-1
1812,1,-0.023129648782331067,-1
1813,1,-0.023208765861365319,-1
1814,1,-0.022681079379713216,-1
1815,1,-0.02280266019442808,-1
1816,1,-0.022762975198491298,-1
1817,1,-0.022578370236213473,-1
1818,1,-0.022916656334205209,-1
1819,1,-0.022930672420614008,-1
1820,1,-0.023387125517264275,-1
1821,1,-0.02392816112156914,-1
1822,1,-0.023698853354393947,-1
1823,1,-0.02442069800848248,-1
1824,1,-0.024808298731940025,-1
1825,1,-0.025423760978841581,-1
1826,1,-0.026334283905380132,-1
1827,1,-0.026685368367282421,-1
1828,1,-0.027654622708026773,-1
1829,1,-0.027948362994216255,-1
1830,1,-0.02832190078215048,-1
1831,1,-0.02915900738669177,-1
1832,1,-0.029264733293232374,-1
1833,1,-0.029172929038464402,-1
1834,1,-0.030109468803012469,-1
1835,1,-0.030161279859203794,-1
1836,1,-0.030476103701493115,-1
1837,1,-0.030399185799084141,-1
1838,1,-0.030643553490025625,-1
1839,1,-0.03048714797002175,-1
1840,1,-0.030863696500089847,-1
1841,1,-0.030629671233857805,-1
1842,1,-0.030883683376803337,-1
1843,1,-0.030365209893531232,-1
1844,1,-0.030228103729831923,-1
1845,1,-0.029706290545742618,-1
1846,1,-0.02946039954128268,-1
1847,1,-0.029019256476457384,-1
1848,1,-0.02891316170053105,-1
1849,1,-0.028511320477698884,-1
1850,1,-0.027670192876092084,-1
1851,1,-0.027303702231781142,-1
1852,1,-0.026668145984649845,-1
1853,1,-0.025668386846944512,-1
1854,1,-0.024944567512990588,-1
1855,1,-0.024982520435428545,-1
1856,1,-0.024064698202159153,-1
1857,1,-0.023440382509493835,-1
1858,1,-0.022740304115434484,-1
1859,1,-0.022086862298240934,-1
1860,1,-0.02153427296528123,-1
1861,1,-0.020902925542560579,-1
1862,1,-0.020595027371191003,-1
1863,1,-0.019659609585905832,-1
1864,1,-0.019190383848939594,-1
1865,1,-0.018796609572628357,-1
1866,1,-0.01828887425279287,-1
1867,1,-0.017931133048828801,-1
1868,1,-0.017282827904877569,-1
1869,1,-0.016550353363140816,-1
1870,1,-0.015796839197063896,-1
1871,1,-0.014489209004089596,-1
1872,1,-0.013751157472174549,-1
1873,1,-0.012643688693931652,-1
1874,1,-0.011218794468907875,-1
1875,1,-0.010025952436776767,-1
1876,1,-0.0094900781044756494,-1
1877,1,-0.0088333264235850393,-1
1878,1,-0.0079083151965948367,-1
1879,1,-0.0071088735174649077,-1
1880,1,-0.006516051546209556,-1
1881,1,-0.0061508743945467795,-1
1882,1,-0.0059205898593272955,-1
1883,1,-0.0059291863052208325,-1
1884,1,-0.0057292293003033809,-1
1885,1,-0.0056915405109724329,-1
1886,1,-0.0057152773116231652,-1
1887,1,-0.006030333940127656,-1
1888,1,-0.0065652732120706396,-1
1889,1,-0.0067326310530979533,-1
1890,1,-0.0071665505685114296,-1
1891,1,-0.0076863243268789853,-1
1892,1,-0.0081139431576374692,-1
1893,1,-0.0088892381494670471,-1
1894,1,-0.0098107448828501729,-1
1895,1,-0.010825033670268113,-1
1896,1,-0.011837420484091744,-1
1897,1,-0.013246750255571458,-1
1898,1,-0.014766404819388025,-1
1899,1,-0.01640219197125509,-1
1900,1,-0.017942140442878902,-1
1901,1,-0.019732604038643277,-1
1902,1,-0.021799952402084509,-1
1903,1,-0.023256951633833803,-1
1904,1,-0.024822831043680389,-1
1905,1,-0.026559390695594869,-1
1906,1,-0.027917895780803167,-1
1907,1,-0.029331463916928247,-1
1908,1,-0.030304773890053028,-1
1909,1,-0.030976611207998814,-1
1910,1,-0.031822995723825687,-1
1911,1,-0.031904238353523386,-1
1912,1,-0.031967961016527525,-1
1913,1,-0.03185851463290975,-1
1914,1,-0.031423907913706611,-1
1915,1,-0.03085047014598026,-1
1916,1,-0.030287774910458712,-1
1917,1,-0.029542337589567626,-1
1918,1,-0.028234403730710074,-1
1919,1,-0.02716175530219005,-1
1920,1,-0.025870813525490265,-1
1921,1,-0.024626484175972334,-1
1922,1,-0.02328520817589879,-1
1923,1,-0.022020849252312347,-1
1924,1,-0.020774197452568661,-1
1925,1,-0.019588706692062793,-1
1926,1,-0.018554200915126155,-1
1927,1,-0.017278527061069044,-1
1928,1,-0.016147055423101735,-1
1929,1,-0.014798831547966905,-1
1930,1,-0.013663286086522073,-1
1931,1,-0.012384643360395506,-1
1932,1,-0.011174543780521799,-1
1933,1,-0.010010106573115563,-1
1934,1,-0.0090030176461835566,-1
1935,1,-0.0075789509448031134,-1
1936,1,-0.0063893964362349018,-1
1937,1,-0.005006453145949964,-1
1938,1,-0.0034783614887262085,-1
1939,1,-0.0020725880355099945,-1
1940,1,-0.00052951325591198801,-1
1941,1,0.00079044079496723028,-1
1942,1,0.0022783366213282299,-1
1943,1,0.0035071129216524754,-1
1944,1,0.0046538923755471357,-1
1945,1,0.0058077191119020486,-1
1946,1,0.0071982125176901267,-1
1947,1,0.0080503285336935085,-1
1948,1,0.0090985454379112103,-1
1949,1,0.0098321213169732611,-1
1950,1,0.010654789291439983,-1
1951,1,0.011272155659226516,-1
1952,1,0.012032001864489198,-1
1953,1,0.012468851215446938,-1
1954,1,0.013200733128496381,-1
1955,1,0.013647379278525988,-1
1956,1,0.014470275872601274,-1
1957,1,0.015213735450045658,-1
1958,1,0.01595432646615853,-1
1959,1,0.017077182706842164,-1
1960,1,0.01819555610317803,-1
1961,1,0.019127770102459286,-1
1962,1,0.020146391659111831,-1
1963,1,0.02117684951367161,-1
1964,1,0.022304599967133836,-1
1965,1,0.02320455809974678,-1
1966,1,0.024154942131134935,-1
1967,1,0.02512763867255734,-1
1968,1,0.026006490477076205,-1
1969,1,0.026453533804576691,-1
1970,1,0.026994998105745613,-1
1971,1,0.027465594301070522,-1
1972,1,0.028076110797228517,-1
1973,1,0.028579303889702534,-1
1974,1,0.029312795403029147,-1
1975,1,0.029678832611036866,-1
1976,1,0.030416389779819034,-1
1977,1,0.030737812316191486,-1
1978,1,0.031446303521103711,-1
1979,1,0.031982708691384927,-1
1980,1,0.032628839999780369,-1
1981,1,0.033298974611344935,-1
1982,1,0.034286122883522556,-1
1983,1,0.034999363084242986,-1
1984,1,0.035776285321675226,-1
1985,1,0.036790849838381275,-1
1986,1,0.037837761201250396,-1
1987,1,0.038587235534103412,-1
1988,1,0.039619871865387152,-1
1989,1,0.040412839313899156,-1
1990,1,0.041030681423927955,-1
1991,1,0.041939907225742201,-1
1992,1,0.042514220134518804,-1
1993,1,0.043106805755808282,-1
1994,1,0.044045195727931107,-1
1995,1,0.044795873022453699,-1
1996,1,0.045567654742906041,-1
1997,1,0.046250399697131038,-1
1998,1,0.047000460885259353,-1
1999,1,0.047858124291918117,-1
2000,1,0.048647550418453873,-1
2001,1,0.049818969424605196,-1
2002,1,0.051144823878772651,-1
2003,1,0.052655339763595745,-1
2004,1,0.053823132425492394,-1
2005,1,0.055382132617421781,-1
2006,1,0.056897068673776745,-1
2007,1,0.058242550560559513,-1
2008,1,0.059800882905290273,-1
2009,1,0.06106606562818586,-1
2010,1,0.061753400488879472,-1
2011,1,0.062432424794107752,-1
2012,1,0.062652101092850992,-1
2013,1,0.063072024124256679,-1
2014,1,0.062440288062768107,-1
2015,1,0.061890149774310205,-1
2016,1,0.06092892579365957,-1
2017,1,0.059521517083208152,-1
2018,1,0.057933252987140645,-1
2019,1,0.056189717567410986,-1
2020,1,0.054212046760419942,-1
2021,1,0.052432630410870401,-1
2022,1,0.050723411593214605,-1
2023,1,0.048944353766281853,-1
2024,1,0.047356419955902777,-1
2025,1,0.046092933578998935,-1
2026,1,0.044572903375807847,-1
2027,1,0.043493279492790256,-1
2028,1,0.042450442432892033,-1
2029,1,0.041886315777005488,-1
2030,1,0.041288790784448005,-1
2031,1,0.040982199467965191,-1
2032,1,0.040715129735442092,-1
2033,1,0.0410439887612538,-1
2034,1,0.040918407438948895,-1
2035,1,0.041597382969052056,-1
2036,1,0.041753401105333217,-1
2037,1,0.042354234273475781,-1
2038,1,0.043115426614513036,-1
2039,1,0.044036530604502244,-1
2040,1,0.044610121315927793,-1
2041,1,0.045939843241031002,-1
2042,1,0.04699530780565396,-1
2043,1,0.048446108405066218,-1
2044,1,0.049852148498184416,-1
2045,1,0.050678677381552351,-1
2046,1,0.051875354815314717,-1
2047,1,0.053128751667154812,-1
2048,1,0.054287791467266602,-1
2049,1,0.055123734494340736,-1
2050,1,0.055803497816569216,-1
2051,1,0.056291424048129889,-1
2052,1,0.05675500006579591,-1
2053,1,0.056772770143273178,-1
2054,1,0.056718640876710656,-1
2055,1,0.056752430881845728,-1
2056,1,0.056605137578382127,-1
2057,1,0.056524067893809787,-1
2058,1,0.056173859658828339,-1
2059,1,0.055990024305918158,-1
2060,1,0.055568683298448149,-1
2061,1,0.055353000769616321,-1
2062,1,0.055110544263892502,-1
2063,1,0.054798344689223955,-1
2064,1,0.054302420755094151,-1
2065,1,0.053847441809356571,-1
2066,1,0.053680063159160664,-1
2067,1,0.053168285678722213,-1
2068,1,0.052868800491947823,-1
2069,1,0.052075372364561674,-1
2070,1,0.051413038684039139,-1
2071,1,0.050679981400544943,-1
2072,1,0.049743277464429039,-1
2073,1,0.048703177742971046,-1
2074,1,0.047723724360230625,-1
2075,1,0.046565222110582907,-1
2076,1,0.045168481730659397,-1
2077,1,0.043764199334107454,-1
2078,1,0.042207184195312865,-1
2079,1,0.040748548545153876,-1
2080,1,0.039197355326723957,-1
2081,1,0.03744100073250093,-1
2082,1,0.035840402899223946,-1
2083,1,0.034050334191679632,-1
2084,1,0.032165871800985402,-1
2085,1,0.030072158528488581,-1
2086,1,0.028408527571885219,-1
2087,1,0.026082559002752134,-1
2088,1,0.024295154915600078,-1
2089,1,0.02236373697070175,-1
2090,1,0.02042228573421841,-1
2091,1,0.018385259611682577,-1
2092,1,0.016530825959599881,-1
2093,1,0.014684619510654381,-1
2094,1,0.012728777049273556,-1
2095,1,0.010713249975541737,-1
2096,1,0.0090092234047178758,-1
2097,1,0.0073960705927856845,-1
2098,1,0.005424443406940301,-1
2099,1,0.0034116340119239338,-1
2100,1,0.0016513202123178527,-1
2101,1,-0.00063607614129604817,-1
2102,1,-0.002716315114224445,-1
2103,1,-0.0051722073402667521,-1
2104,1,-0.0075206468622686451,-1
2105,1,-0.0097980519098204728,-1
2106,1,-0.01216571065127754,-1
2107,1,-0.014399255957679604,-1
2108,1,-0.016159570723493284,-1
2109,1,-0.018233425157871366,-1
2110,1,-0.019865619491539161,-1
2111,1,-0.021292960015904,-1
2112,1,-0.022608399008276402,-1
2113,1,-0.023873647153423737,-1
2114,1,-0.024929510967589344,-1
2115,1,-0.025822492671338296,-1
2116,1,-0.02659142564145683,-1
2117,1,-0.027260265294904853,-1
2118,1,-0.027624785904019976,-1
2119,1,-0.028283233901553299,-1
2120,1,-0.028324499851395919,-1
2121,1,-0.028951099791505768,-1
2122,1,-0.029441565009549055,-1
2123,1,-0.02959873621934014,-1
2124,1,-0.030204956346205868,-1
2125,1,-0.030435594275730074,-1
2126,1,-0.030430373934672739,-1
2127,1,-0.030731062371585162,-1
2128,1,-0.03080886802842444,-1
2129,1,-0.03076061309695579,-1
2130,1,-0.030898694641713048,-1
2131,1,-0.031070460326782279,-1
2132,1,-0.03123784469862672,-1
2133,1,-0.031269174032928261,-1
2134,1,-0.031189158859937862,-1
2135,1,-0.030966130615745355,-1
2136,1,-0.030404807901015147,-1
2137,1,-0.029917056359357434,-1
2138,1,-0.029363481833719354,-1
2139,1,-0.028592730273259478,-1
2140,1,-0.027645129235683262,-1
2141,1,-0.026770445870053956,-1
2142,1,-0.026040538690342365,-1
2143,1,-0.024885565930935629,-1
2144,1,-0.02354864640132856,-1
2145,1,-0.022275970542000464,-1
2146,1,-0.020826699111931333,-1
2147,1,-0.019415439366764872,-1
2148,1,-0.018291075300404035,-1
2149,1,-0.016814762496759027,-1
2150,1,-0.016100996641996063,-1
2151,1,-0.015025986430448009,-1
2152,1,-0.014008105892701687,-1
2153,1,-0.013573818230754119,-1
2154,1,-0.013067391716158819,-1
2155,1,-0.012253535913693247,-1
2156,1,-0.011835769488089003,-1
2157,1,-0.011692774775479245,-1
2158,1,-0.011281176663473714,-1
2159,1,-0.011206424256094078,-1
2160,1,-0.011221186631273373,-1
2161,1,-0.010906437441129891,-1
2162,1,-0.010804048353542218,-1
2163,1,-0.010915595155001968,-1
2164,1,-0.01079390604799849,-1
2165,1,-0.010978438926908326,-1
2166,1,-0.010881375186910765,-1
2167,1,-0.010639278896443121,-1
2168,1,-0.010418913400510458,-1
2169,1,-0.010615036115009767,-1
2170,1,-0.010519764743986817,-1
2171,1,-0.010478977379520141,-1
2172,1,-0.010633980580338782,-1
2173,1,-0.010463498673854538,-1
2174,1,-0.010058604479791509,-1
2175,1,-0.0098207473526421198,-1
2176,1,-0.0094812957243250451,-1
2177,1,-0.0092874307131946329,-1
2178,1,-0.0089065435070693217,-1
2179,1,-0.0085410536639784398,-1
2180,1,-0.0078024426064745751,-1
2181,1,-0.0071817398674173787,-1
2182,1,-0.0063018001836737947,-1
2183,1,-0.0057124898948046152,-1
2184,1,-0.0052574481955948863,-1
2185,1,-0.0043923606065477717,-1
2186,1,-0.0039888201409652834,-1
2187,1,-0.0032530055045677628,-1
2188,1,-0.0027563104495489927,-1
2189,1,-0.0024861165141481789,-1
2190,1,-0.002392184127705661,-1
2191,1,-0.0026286838233301729,-1
2192,1,-0.0028316170831666362,-1
2193,1,-0.0032452690910450498,-1
2194,1,-0.0040552929471615639,-1
2195,1,-0.0042887547526951611,-1
2196,1,-0.0051213013711866604,-1
2197,1,-0.0060395040431910898,-1
2198,1,-0.0065054991665320751,-1
2199,1,-0.0070315174813477023,-1
2200,1,-0.0074391207690314319,-1
2201,1,-0.0077390432521390372,-1
2202,1,-0.0079698750345360558,-1
2203,1,-0.0086474137097374403,-1
2204,1,-0.0090517802242222369,-1
2205,1,-0.0096727644453512614,-1
2206,1,-0.0098927802646951064,-1
2207,1,-0.010509416394137759,-1
2208,1,-0.010683280816696221,-1
2209,1,-0.01151939899397883,-1
2210,1,-0.011708997734711638,-1
2211,1,-0.012535397293854333,-1
2212,1,-0.013208636854975541,-1
2213,1,-0.013949305329881555,-1
2214,1,-0.01468165284009839,-1
2215,1,-0.015442589050523887,-1
2216,1,-0.015992094030182934,-1
2217,1,-0.017361118446957084,-1
2218,1,-0.018510462861644938,-1
2219,1,-0.019383080048237005,-1
2220,1,-0.0203422680376289,-1
2221,1,-0.021664616369857333,-1
2222,1,-0.022875029924182978,-1
2223,1,-0.024383844079400242,-1
2224,1,-0.025394181896935177,-1
2225,1,-0.026962922295337477,-1
2226,1,-0.028217999649336904,-1
2227,1,-0.029752460787715151,-1
2228,1,-0.031608998632224015,-1
2229,1,-0.032846716347017704,-1
2230,1,-0.034636646789573643,-1
2231,1,-0.036064666331157645,-1
2232,1,-0.037983216943547254,-1
2233,1,-0.039471803005724525,-1
2234,1,-0.040747312823120746,-1
2235,1,-0.042040405031675686,-1
2236,1,-0.042979708618870939,-1
2237,1,-0.043805273162404679,-1
2238,1,-0.043714416576674457,-1
2239,1,-0.043963508077478966,-1
2240,1,-0.043609950854390782,-1
2241,1,-0.043280450096980366,-1
2242,1,-0.042179203501600017,-1
2243,1,-0.040989307773450084,-1
2244,1,-0.039586336778794515,-1
2245,1,-0.038173323742725758,-1
2246,1,-0.036774283556243528,-1
2247,1,-0.035707593498801787,-1
2248,1,-0.034377168026929382,-1
2249,1,-0.03385327668903531,-1
2250,1,-0.033310837089641353,-1
2251,1,-0.033776416104894805,-1
2252,1,-0.034167709624614642,-1
2253,1,-0.035131863340408569,-1
2254,1,-0.035912805497269371,-1
2255,1,-0.037075721100172127,-1
2256,1,-0.038351726315463464,-1
2257,1,-0.039771694828953853,-1
2258,1,-0.041393447014327199,-1
2259,1,-0.042686315775849179,-1
2260,1,-0.04392819503727724,-1
2261,1,-0.044961839560864754,-1
2262,1,-0.045753552948514936,-1
2263,1,-0.046520298862220165,-1
2264,1,-0.046321495675508723,-1
2265,1,-0.046245342616303961,-1
2266,1,-0.045644338883395835,-1
2267,1,-0.045203874850910097,-1
2268,1,-0.043904879783624826,-1
2269,1,-0.042562102183510107,-1
2270,1,-0.040974939810186045,-1
2271,1,-0.038971093863825156,-1
2272,1,-0.03727742959162219,-1
2273,1,-0.035310159843950875,-1
2274,1,-0.032996823023859242,-1
2275,1,-0.030451838152562704,-1
2276,1,-0.028250557624383797,-1
2277,1,-0.026452662278264823,-1
2278,1,-0.024480588207164849,-1
2279,1,-0.022569389615923717,-1
2280,1,-0.020762521418023493,-1
2281,1,-0.018592627011431183,-1
2282,1,-0.016375683224090602,-1
2283,1,-0.013928816336066858,-1
2284,1,-0.011550368627030289,-1
2285,1,-0.0091823743686477513,-1
2286,1,-0.0062904978838129672,-1
2287,1,-0.0030688326213492486,-1
2288,1,-0.0001528518241182152,-1
2289,1,0.0032151779033105471,-1
2290,1,0.0063710201363058492,-1
2291,1,0.0096142980602369043,-1
2292,1,0.012832405907893852,-1
2293,1,0.016031489189982494,-1
2294,1,0.018515381625193214,-1
2295,1,0.021396112440621097,-1
2296,1,0.024160139522020698,-1
2297,1,0.02691556196154498,-1
2298,1,0.029269018091401394,-1
2299,1,0.031716042522539886,-1
2300,1,0.033889279856245735,-1
2301,1,0.035884657290675991,-1
2302,1,0.037870444966439216,-1
2303,1,0.039776474613013285,-1
2304,1,0.041627710518438249,-1
2305,1,0.043145607087045304,-1
2306,1,0.04441606046780891,-1
2307,1,0.045696239883718653,-1
2308,1,0.046720123328072044,-1
2309,1,0.047626465177064023,-1
2310,1,0.048169419139213944,-1
2311,1,0.04832824385635992,-1
2312,1,0.047833669476819038,-1
2313,1,0.046803480280805762,-1
2314,1,0.045426184257388515,-1
2315,1,0.044043430515944608,-1
2316,1,0.041650393732392786,-1
2317,1,0.039317576217914443,-1
2318,1,0.036018589892379528,-1
2319,1,0.032374355567008489,-1
2320,1,0.028361769662065311,-1
2321,1,0.024751323121125192,-1
2322,1,0.021259425258821869,-1
2323,1,0.018060416688577323,-1
2324,1,0.014761904299112937,-1
2325,1,0.011711291801559994,-1
2326,1,0.0087860353551272464,-1
2327,1,0.0063857904171993512,-1
2328,1,0.0040342032468180713,-1
2329,1,0.0021830007054731344,-1
2330,1,0.0010933092117335057,-1
2331,1,-0.00012798989492418278,-1
2332,1,-0.0008800204676190506,-1
2333,1,-0.0013869104343620852,-1
2334,1,-0.0020266187972842716,-1
2335,1,-0.0019528834439336332,-1
2336,1,-0.0021839076494744114,-1
2337,1,-0.0021818475897499284,-1
2338,1,-0.0016366105496296998,-1
2339,1,-0.0010573499094824088,-1
2340,1,-0.00015739127371964173,-1
2341,1,0.00099789896909613656,-1
2342,1,0.002439776394343591,-1
2343,1,0.0033677349694836837,-1
2344,1,0.0045098630437224946,-1
2345,1,0.0056678273526051207,-1
2346,1,0.006183944059808856,-1
2347,1,0.0061949735293579632,-1
2348,1,0.0061697069210326578,-1
