response,predictor,coefficient
TS,993,6.4769673682959912
TS,994,6.2911673409291202
TS,995,5.9810662118139035
TS,996,5.7595606495366516
TS,997,5.8150970892033342
TS,998,5.7708207012278079
TS,999,5.727834376644596
TS,1000,5.7401037846205227
TS,1001,4.4875765919602006
TS,1002,4.4631619911085521
TS,1003,4.4645588889350281
TS,1004,4.4274704605669974
TS,1005,4.5612882412256255
TS,1006,4.5634281474943075
TS,1007,4.7194087722838258
TS,1008,4.5582019753768499
TS,1009,4.6683627116108148
TS,1010,4.5538563524594196
TS,1011,4.5762711050501341
TS,1012,4.6110266480062068
TS,1013,4.5891584909344987
TS,1014,4.6242875985960765
TS,1015,4.5933909912983468
TS,1016,4.6944097071367654
TS,1017,4.5106569628430222
TS,1018,4.5450160791868557
TS,1019,4.5201849648638923
TS,1020,4.4557691062271507
TS,1021,4.4840649828389303
TS,1022,4.6955982571709036
TS,1023,4.5835450770292221
TS,1024,4.4742254133301689
TS,1025,4.4008331842364967
TS,1026,4.4547785518560463
TS,1027,4.3425120484331901
TS,1028,4.2703912390960106
TS,1029,4.2495731639408607
TS,1030,4.4083657199364934
TS,1031,4.1716839154986385
TS,1032,4.2358504067989386
TS,1033,4.142024596706289
TS,1034,4.0980463469591628
TS,1035,4.0046199192850178
TS,1036,3.8785504049327204
TS,1037,3.8003960417050742
TS,1038,3.7383199346765488
TS,1039,3.8852347506811662
TS,1040,3.6518780371937325
TS,1041,3.6001528670267033
TS,1042,3.3811082529986334
TS,1043,3.3473556609529407
TS,1044,3.4145999924238719
TS,1045,3.3504759788573621
TS,1046,3.1803970401218971
TS,1047,3.0230899231632051
TS,1048,2.9443447310461877
TS,1049,2.9665444618738714
TS,1050,2.6620679590891627
TS,1051,2.6156513421399001
TS,1052,2.4799126557502014
TS,1053,2.5153193099113089
TS,1054,2.4247892264522579
TS,1055,2.2354215901225656
TS,1056,1.9846796525822932
TS,1057,1.775773745024195
TS,1058,1.7165661307623954
TS,1059,1.587464537199911
TS,1060,1.5342633932504037
TS,1061,1.5949957200056932
TS,1062,1.4651738385979367
TS,1063,1.1762072605408478
TS,1064,1.0753576307495845
TS,1065,0.95212483289161809
TS,1066,0.86596335691280024
TS,1067,0.78247160252034953
TS,1068,0.63678684184103451
TS,1069,0.64312005049067056
TS,1070,0.46058193862226077
TS,1071,0.28901996813532665
TS,1072,0.10428980038991391
TS,1073,-0.12195371413062035
TS,1074,-0.23939301303454485
TS,1075,-0.36907386509886153
TS,1076,-0.4126393418759326
TS,1077,-0.47924494993444411
TS,1078,-0.55851138660197608
TS,1079,-0.58622724179836527
TS,1080,-0.69318847323608868
TS,1081,-0.89212218002512422
TS,1082,-0.91354595027378938
TS,1083,-1.0902540850191311
TS,1084,-1.3402716793889098
TS,1085,-1.2894269538706502
TS,1086,-1.4267851346413336
TS,1087,-1.7206331058204822
TS,1088,-1.7936488059189852
TS,1089,-2.1300808952247543
TS,1090,-2.1051930500021871
TS,1091,-2.2066223827767106
TS,1092,-2.3530150045552425
TS,1093,-2.4017027527777475
TS,1094,-2.6525210065322833
TS,1095,-2.9605339274486191
TS,1096,-2.9155694783431434
TS,1097,-3.1510568680681534
TS,1098,-3.3390300569093259
TS,1099,-3.5644879050957825
TS,1100,-3.6752159402277851
TS,1101,-3.8255864810632234
TS,1102,-4.1164843866861869
TS,1103,-4.1124903818379508
TS,1104,-4.3511047644832939
TS,1105,-4.620797797063374
TS,1106,-4.9183847611356493
TS,1107,-5.1173898059453622
TS,1108,-5.3631438051796012
TS,1109,-5.5201660745323009
TS,1110,-5.7663650008458678
TS,1111,-6.0860885819737032
TS,1112,-6.3990027571392858
TS,1113,-6.6883862070096738
TS,1114,-7.0672956777075147
TS,1115,-7.1539260508325597
TS,1116,-7.7245083558948036
TS,1117,-8.0608337035221052
TS,1118,-8.2670696545528042
TS,1119,-8.8253301663640293
TS,1120,-9.3563695302598244
TS,1121,-9.8003494374437956
TS,1122,-10.290215218012445
TS,1123,-10.675353044437131
TS,1124,-11.015513635510482
TS,1125,-11.532324594158359
TS,1126,-11.82513739505403
TS,1127,-12.501381440921854
TS,1128,-12.699704925641301
TS,1129,-13.310166892269191
TS,1130,-13.47424363074391
TS,1131,-13.881594224630442
TS,1132,-14.037863042689452
TS,1133,-14.018578100677784
TS,1134,-14.118426107680289
TS,1135,-14.23527303656831
TS,1136,-14.412417540358248
TS,1137,-14.033675965356606
TS,1138,-13.810569966686982
TS,1139,-13.908929697085965
TS,1140,-13.794332643551506
TS,1141,-13.566632085951717
TS,1142,-13.396029391174428
TS,1143,-13.202011588871523
TS,1144,-12.86154744382468
TS,1145,-12.43956167787155
TS,1146,-12.255816248399135
TS,1147,-11.936311846913201
TS,1148,-11.719023748705869
TS,1149,-11.506583441059789
TS,1150,-11.243140038640076
TS,1151,-11.089570982161087
TS,1152,-10.546205732477272
TS,1153,-10.294470121438886
TS,1154,-9.9167458854706823
TS,1155,-9.4773202520733868
TS,1156,-9.2507885003743517
TS,1157,-8.5660900781868623
TS,1158,-8.1888991226015087
TS,1159,-7.70691524199135
TS,1160,-6.9709456088207009
TS,1161,-6.7502441336661896
TS,1162,-6.3202524163854976
TS,1163,-5.8285731120239754
TS,1164,-5.2654991701798481
TS,1165,-5.0730887710159385
TS,1166,-4.6943677306112761
TS,1167,-4.2154260766499361
TS,1168,-3.8869254330361711
TS,1169,-3.6027079064360263
TS,1170,-3.078555948972221
TS,1171,-2.8726916196590588
TS,1172,-2.4199398754922385
TS,1173,-2.0787205205615034
TS,1174,-1.7244464527878447
TS,1175,-1.1933039425516976
TS,1176,-0.86870951503455651
TS,1177,-0.44016832506147885
TS,1178,0.25880677016233838
TS,1179,0.628980565771872
TS,1180,1.0679740573680825
TS,1181,1.2761724682608648
TS,1182,1.5953671141518386
TS,1183,2.0064812171430804
TS,1184,2.3510463562478443
TS,1185,2.7112895988033316
TS,1186,3.0582944575663089
TS,1187,3.4437063272995059
TS,1188,3.9925802216472848
TS,1189,4.2159406804460033
TS,1190,4.2714529990545724
TS,1191,4.6152921821251667
TS,1192,4.8993840358387875
TS,1193,5.1702268196443324
TS,1194,5.4587771572612853
TS,1195,5.660339256174213
TS,1196,5.6690067665763095
TS,1197,5.6409479784533145
TS,1198,5.6464141445325193
TS,1199,5.4218530935826106
TS,1200,4.9601625619813188
TS,1201,5.1104130273575983
TS,1202,4.8462827600557121
TS,1203,4.671561646408513
TS,1204,4.4921699977660419
TS,1205,4.2803217469871697
TS,1206,4.2335356667244257
TS,1207,4.0040395187418207
TS,1208,3.7762552075992959
TS,1209,3.4971619235200611
TS,1210,3.5665271279855495
TS,1211,3.1426531319616644
TS,1212,2.9115670704117211
TS,1213,2.6369397232346485
TS,1214,2.131236781695224
TS,1215,1.6725283963134654
TS,1216,1.4515604901642514
TS,1217,1.0450499770770429
TS,1218,0.69123456255146298
TS,1219,0.031021359038809905
TS,1220,-0.46958213627225043
TS,1221,-0.83327551001614197
TS,1222,-1.2358032462932107
TS,1223,-1.7694932983579976
TS,1224,-2.2354230755302105
