predictor,component,loading
1726,1,-0.30325814659512318
1727,1,-0.30457782355190516
1728,1,-0.30605931095636701
1729,1,-0.30750313835369308
1730,1,-0.30864965528759947
1731,1,-0.30946048948364607
1732,1,-0.30997679557837871
1733,1,-0.31033775357502191
1734,1,-0.31019797239863178
1735,1,-0.31029707480712082
1736,1,-0.30981693306248925
1737,1,-0.30962352422449929
1738,1,-0.30928389157253733
1739,1,-0.30911907894179019
1740,1,-0.30807356499682353
1741,1,-0.30776188039276847
1742,1,-0.30735986908002655
1743,1,-0.30652529619591395
1744,1,-0.30601934304086509
1745,1,-0.30536252935551994
1746,1,-0.3046699557098857
1747,1,-0.30402152428233631
1748,1,-0.30337547980847052
1749,1,-0.30261010708933805
1750,1,-0.30206767185825562
1751,1,-0.30126159843679839
1752,1,-0.30079012204264788
1753,1,-0.30013065001132888
1754,1,-0.29977111424221919
1755,1,-0.29972277927614732
1756,1,-0.2993338199011561
1757,1,-0.29903096745232682
1758,1,-0.29852545933005026
1759,1,-0.29829569210235501
1760,1,-0.29810793613768016
1761,1,-0.29757544366348138
1762,1,-0.29700364351298997
1763,1,-0.29664809784383372
1764,1,-0.29581274660813334
1765,1,-0.29463284326926847
1766,1,-0.29355513965375674
1767,1,-0.29221591188669238
1768,1,-0.29097807303490442
1769,1,-0.28997856356327395
1770,1,-0.28832661255806241
1771,1,-0.28713579768459174
1772,1,-0.28582914961981204
1773,1,-0.28464383267702315
1774,1,-0.2838083791247325
1775,1,-0.2829720949029555
1776,1,-0.28219084597774508
1777,1,-0.28160453454287487
1778,1,-0.28085745719201977
1779,1,-0.28012609603969318
1780,1,-0.27946786254384248
1781,1,-0.27915690663891307
1782,1,-0.2786666550705042
1783,1,-0.27823038769423752
1784,1,-0.27765483818484654
1785,1,-0.27736632369331504
1786,1,-0.27675811268683526
1787,1,-0.27657100460999584
1788,1,-0.27639651002679139
1789,1,-0.27625156626031516
1790,1,-0.2761473076322648
1791,1,-0.27652012823522043
1792,1,-0.27672747360185057
1793,1,-0.27689217557819967
1794,1,-0.27705432779873157
1795,1,-0.27748204092339895
1796,1,-0.27786555323908391
1797,1,-0.27829478470252239
1798,1,-0.27867014299764298
1799,1,-0.27905909198697942
1800,1,-0.27908725403359208
1801,1,-0.26970493504741849
1802,1,-0.26981837903285966
1803,1,-0.2698463665566756
1804,1,-0.26974592853054574
1805,1,-0.2697405502019693
1806,1,-0.2697882049222291
1807,1,-0.26996962719382078
1808,1,-0.26986440502217185
1809,1,-0.27003402488089207
1810,1,-0.27016815583108328
1811,1,-0.27050576238831558
1812,1,-0.27024278257481532
1813,1,-0.27043297249093079
1814,1,-0.2706497372066432
1815,1,-0.27059444744089639
1816,1,-0.2707767037562247
1817,1,-0.27084388694308031
1818,1,-0.27072441356361759
1819,1,-0.27080983815824111
1820,1,-0.27069839184491873
1821,1,-0.27047957577091047
1822,1,-0.27061195554692258
1823,1,-0.27048437518411467
1824,1,-0.27040613049595874
1825,1,-0.27049787217865146
1826,1,-0.27033758645945011
1827,1,-0.27056762889733826
1828,1,-0.27058777342431145
1829,1,-0.27120506685377316
1830,1,-0.27149886289219882
1831,1,-0.27175010322545173
1832,1,-0.27244020190330959
1833,1,-0.27316769696422877
1834,1,-0.27369576917602889
1835,1,-0.27449768210115016
1836,1,-0.27524041328679438
1837,1,-0.27622405130615257
1838,1,-0.27710116988230282
1839,1,-0.27805137199930374
1840,1,-0.27864640108985506
1841,1,-0.27955367949609783
1842,1,-0.2803225514553509
1843,1,-0.28133605037179443
1844,1,-0.28192190537051021
1845,1,-0.28319187179599303
1846,1,-0.28410814795550243
1847,1,-0.28503159482408902
1848,1,-0.28600982274011466
1849,1,-0.28708275714606651
1850,1,-0.28848322114345792
1851,1,-0.28929047436305916
1852,1,-0.2906094992261104
1853,1,-0.29191543681542803
1854,1,-0.2929594048853344
1855,1,-0.29387116097897253
1856,1,-0.29514435953889467
1857,1,-0.29614766195482339
1858,1,-0.29745457121808744
1859,1,-0.29868809768142623
1860,1,-0.29974646550173711
1861,1,-0.3013584123575993
1862,1,-0.30242581889075415
1863,1,-0.3036305593566791
1864,1,-0.30501788571189103
1865,1,-0.30635289569627167
1866,1,-0.30770946706009678
1867,1,-0.30881834517011564
1868,1,-0.31045785683637972
1869,1,-0.31187743189696854
1870,1,-0.31362257342885358
1871,1,-0.31553175368514147
1872,1,-0.31717703901070549
1873,1,-0.3190324467910915
1874,1,-0.32098830076327628
1875,1,-0.32257454864357632
1876,1,-0.32419360444863748
1877,1,-0.32549314719779138
1878,1,-0.32694898500647901
1879,1,-0.32851426270158057
1880,1,-0.32977798864838725
1881,1,-0.33105373895304097
1882,1,-0.33207745520803128
1883,1,-0.33311943585417625
1884,1,-0.33418369352387928
1885,1,-0.33483829710348301
1886,1,-0.3356060019720819
1887,1,-0.33641273275903755
1888,1,-0.33673717735788289
1889,1,-0.33755897443768945
1890,1,-0.33792438576014411
1891,1,-0.33844727903277622
1892,1,-0.33878947813657068
1893,1,-0.33896684390299919
1894,1,-0.33907048216565955
1895,1,-0.3392120707189486
1896,1,-0.33915565703190448
1897,1,-0.33878821531770265
1898,1,-0.33855042132727681
1899,1,-0.33821141325810378
1900,1,-0.33756831936714715
1901,1,-0.33710893961158073
1902,1,-0.33644419474536646
1903,1,-0.33576473494176157
1904,1,-0.33524834992026026
1905,1,-0.33461525129379555
1906,1,-0.33414875541857075
1907,1,-0.33366530401905131
1908,1,-0.33343264170705555
1909,1,-0.33350339682522284
1910,1,-0.33338053310462545
1911,1,-0.33366250269348763
1912,1,-0.33380252951135225
1913,1,-0.33428489248396698
1914,1,-0.33484307298346955
1915,1,-0.33559027406676745
1916,1,-0.33623029142230992
1917,1,-0.33698571394589821
1918,1,-0.33807259941150442
1919,1,-0.33890516839988954
1920,1,-0.3399653552580692
1921,1,-0.34093566212232751
1922,1,-0.34195354244727394
1923,1,-0.34282553771501129
1924,1,-0.34388182598677391
1925,1,-0.34480837213182147
1926,1,-0.34568442527276805
1927,1,-0.34666770078911602
1928,1,-0.34755321330008782
1929,1,-0.3485294072850123
1930,1,-0.34923999792643762
1931,1,-0.35010759385482326
1932,1,-0.35106318087154825
1933,1,-0.35195831603602695
1934,1,-0.3526119186956978
1935,1,-0.35361707308131862
1936,1,-0.35437995674943024
1937,1,-0.35517936757328122
1938,1,-0.35605042545035903
1939,1,-0.3569118864207047
1940,1,-0.3577723640860952
1941,1,-0.35858359936220147
1942,1,-0.35935020360351688
1943,1,-0.36003481291778666
1944,1,-0.36072352826431514
1945,1,-0.36137723811093908
1946,1,-0.36210119502917443
1947,1,-0.36248087440510723
1948,1,-0.36305464249433389
1949,1,-0.36349886040278923
1950,1,-0.36392876355144516
1951,1,-0.36429928481195128
1952,1,-0.3647120397730424
1953,1,-0.36488112730427613
1954,1,-0.36524100291224154
1955,1,-0.36545224355824119
1956,1,-0.36584591904195146
1957,1,-0.36620201701613181
1958,1,-0.36663829011876564
1959,1,-0.36696567058666268
1960,1,-0.36762054651916348
1961,1,-0.36787399878408833
1962,1,-0.36841606594147946
1963,1,-0.36880068974598457
1964,1,-0.36938927416123302
1965,1,-0.36981861316556913
1966,1,-0.37017597166222255
1967,1,-0.37061659176549966
1968,1,-0.37108732526734783
1969,1,-0.37122798459179029
1970,1,-0.37150613425056211
1971,1,-0.37175253454847923
1972,1,-0.3720618833119429
1973,1,-0.37235618472209914
1974,1,-0.37260553194085005
1975,1,-0.37271310688495168
1976,1,-0.37302634948426677
1977,1,-0.37313892571368873
1978,1,-0.37330380852317596
1979,1,-0.37344876464176407
1980,1,-0.37365217250173666
1981,1,-0.37391446297325642
1982,1,-0.37423981113880395
1983,1,-0.37441367179855795
1984,1,-0.37460561823625255
1985,1,-0.37495943573071339
1986,1,-0.37522228342995401
1987,1,-0.37525446312061272
1988,1,-0.37554536327573412
1989,1,-0.37547262417588562
1990,1,-0.37558915029212919
1991,1,-0.37577068408572228
1992,1,-0.37574769727020352
1993,1,-0.37556224705573571
1994,1,-0.37547219665941284
1995,1,-0.37540622210503594
1996,1,-0.37518623744121282
1997,1,-0.37492113186941617
1998,1,-0.37467346070896518
1999,1,-0.37436164927311
2000,1,-0.37391162266015182
2001,1,-0.37352609815826704
2002,1,-0.37324888883627599
2003,1,-0.37289374229354538
2004,1,-0.37250284490446939
2005,1,-0.3719225145975012
2006,1,-0.37157235387542747
2007,1,-0.37082022672113713
2008,1,-0.37038788551326152
2009,1,-0.36969971959133008
2010,1,-0.36872945057261763
2011,1,-0.36781270400750748
2012,1,-0.36669340951998852
2013,1,-0.36574671467275621
2014,1,-0.36429522742852471
2015,1,-0.36306140668461195
2016,1,-0.36165612559203092
2017,1,-0.36019822833800869
2018,1,-0.35848641712475532
2019,1,-0.35674782538379196
2020,1,-0.35490531949544318
2021,1,-0.35307124113958194
2022,1,-0.3512371029247654
2023,1,-0.34924694377591431
2024,1,-0.34725901822641586
2025,1,-0.34535041487020574
2026,1,-0.34323862429621166
2027,1,-0.34122013776042526
2028,1,-0.33928674215182203
2029,1,-0.33730625624637983
2030,1,-0.33528231708603601
2031,1,-0.33340353349686019
2032,1,-0.33140864562286626
2033,1,-0.32984708162031368
2034,1,-0.32786178185474818
2035,1,-0.32605359964713204
2036,1,-0.32408018994255988
2037,1,-0.32212643516958867
2038,1,-0.32035887949100866
2039,1,-0.31859574619732844
2040,1,-0.31652740774468474
2041,1,-0.31492006483155577
2042,1,-0.31298207172485942
2043,1,-0.31125105542940601
2044,1,-0.30950708974325225
2045,1,-0.30750030723932253
2046,1,-0.30562495175860011
2047,1,-0.30384105464088612
2048,1,-0.30210102107734094
2049,1,-0.30026052223714872
2050,1,-0.29832302783904968
2051,1,-0.29657239719098977
2052,1,-0.29459609540980297
2053,1,-0.29258473975872423
2054,1,-0.29062905996034005
2055,1,-0.28865715417473597
2056,1,-0.28672202780253192
2057,1,-0.28483853855043406
2058,1,-0.28298844819064839
2059,1,-0.28105724535867255
2060,1,-0.27898524303093891
2061,1,-0.27712722807705564
2062,1,-0.27497632086807133
2063,1,-0.2729829986891843
2064,1,-0.27087423599072175
2065,1,-0.26893393349905065
2066,1,-0.26688324129654856
2067,1,-0.26485729296458199
2068,1,-0.26302065954073522
2069,1,-0.26087708750619742
2070,1,-0.25896601968547095
2071,1,-0.2571130661360127
2072,1,-0.25526230245912607
2073,1,-0.25354461803364542
2074,1,-0.25198404487328763
2075,1,-0.2503862645428318
2076,1,-0.24888473798262853
2077,1,-0.24748641537222191
2078,1,-0.2461291301489224
2079,1,-0.24494111994747605
2080,1,-0.24381443797608207
2081,1,-0.24263005191132622
2082,1,-0.24178808853857878
2083,1,-0.24075987663156156
2084,1,-0.23978432661907548
2085,1,-0.23887311936587749
2086,1,-0.23816955957666941
2087,1,-0.23718463352272814
2088,1,-0.23653307282918701
2089,1,-0.23598833703082367
2090,1,-0.23525382677472359
2091,1,-0.23454168695125266
2092,1,-0.23391986546160118
2093,1,-0.23315048851887996
2094,1,-0.23249346706499563
2095,1,-0.23174143762116012
2096,1,-0.23112045039347495
2097,1,-0.23053491902523734
2098,1,-0.22987560152027708
2099,1,-0.22927920485721331
2100,1,-0.22879728258603282
2101,1,-0.22809631938600416
2102,1,-0.22758591629296565
2103,1,-0.22692433716236626
2104,1,-0.22650520860781614
2105,1,-0.22601415512372283
2106,1,-0.225484498676015
2107,1,-0.22516375086500823
2108,1,-0.22488663542142234
2109,1,-0.2244687255241089
2110,1,-0.2242393370804239
2111,1,-0.22405668322534464
2112,1,-0.22398609510501252
2113,1,-0.22377130410084486
2114,1,-0.22369731929084383
2115,1,-0.22365901047574324
2116,1,-0.22368425500584765
2117,1,-0.22362108158537514
2118,1,-0.2236797632820724
2119,1,-0.22377512099495384
2120,1,-0.22387203300491129
2121,1,-0.22382662741730941
2122,1,-0.2238510187486108
2123,1,-0.22398477990057383
2124,1,-0.22391185424719701
2125,1,-0.22395150662699759
2126,1,-0.22409717623350206
2127,1,-0.2241522486793168
2128,1,-0.22432661153218969
2129,1,-0.22441873737210594
2130,1,-0.22458940090570506
2131,1,-0.22483682304542435
2132,1,-0.22496877472424986
2133,1,-0.22536127346835999
2134,1,-0.22571814508770557
2135,1,-0.22612111634356694
2136,1,-0.22680936931385537
2137,1,-0.22746021593732302
2138,1,-0.22805378084536626
2139,1,-0.2288285870243893
2140,1,-0.22978594816744902
2141,1,-0.23054161680928908
2142,1,-0.23131616808856473
2143,1,-0.2321700182066867
2144,1,-0.23326993132901022
2145,1,-0.23426103896115918
2146,1,-0.2353531669306409
2147,1,-0.23652479904070478
2148,1,-0.23742894398336051
2149,1,-0.23870655408467023
2150,1,-0.23959314883496186
2151,1,-0.24081981694942778
2152,1,-0.24184136462084013
2153,1,-0.24261762329707751
2154,1,-0.24362448776533541
2155,1,-0.2446502879486101
2156,1,-0.24566419031135692
2157,1,-0.24667723838950595
2158,1,-0.2477623908189597
2159,1,-0.24864913025773358
2160,1,-0.24954330526584914
2161,1,-0.25056737554077102
2162,1,-0.25148126162421819
2163,1,-0.2524664695163561
2164,1,-0.25334935104314932
2165,1,-0.25425123033068386
2166,1,-0.25512839775595386
2167,1,-0.25621015495031702
2168,1,-0.25703760952690224
2169,1,-0.25789689092102996
2170,1,-0.25862490057532039
2171,1,-0.25948294039759412
2172,1,-0.26009704143483053
2173,1,-0.26095089599683141
2174,1,-0.26179494507553558
2175,1,-0.26230645268704539
2176,1,-0.26310090001493053
2177,1,-0.26353950421543731
2178,1,-0.26401098192613409
2179,1,-0.26441100817454694
2180,1,-0.26491909961761573
2181,1,-0.26520155072186596
2182,1,-0.26553669478787145
2183,1,-0.26582386596934787
2184,1,-0.26607437059981398
2185,1,-0.26630148341870519
2186,1,-0.2664066076680216
2187,1,-0.26682485036221304
2188,1,-0.26691335093210922
2189,1,-0.26729050373665919
2190,1,-0.26739463041419548
2191,1,-0.26746607299955494
2192,1,-0.26765124487539049
2193,1,-0.26786167525430199
2194,1,-0.26786414714478474
2195,1,-0.26818270200601263
2196,1,-0.2684291898027773
2197,1,-0.26839866440881532
2198,1,-0.26874113084829943
2199,1,-0.26895488662270478
2200,1,-0.26914717876906691
2201,1,-0.26946184402306728
2202,1,-0.26969535165503794
2203,1,-0.26981792600639404
2204,1,-0.26994801575853949
2205,1,-0.26986038186279676
2206,1,-0.26997656945553716
2207,1,-0.26966262156003706
2208,1,-0.26946905864804405
2209,1,-0.26912854302258138
2210,1,-0.26894366219653937
2211,1,-0.26837625117527242
2212,1,-0.26773687267927099
2213,1,-0.26691282871798538
2214,1,-0.26628824822369063
2215,1,-0.26533972710417825
2216,1,-0.26450108958413487
2217,1,-0.2632640650481356
2218,1,-0.26194352423439032
2219,1,-0.26070954799219209
2220,1,-0.25932059333629875
2221,1,-0.25771739090670986
2222,1,-0.25619696845900597
2223,1,-0.25445269198941944
2224,1,-0.25274360503789156
2225,1,-0.25084539864269145
2226,1,-0.24931243612764811
2227,1,-0.24734041918710692
2228,1,-0.24530235982033052
2229,1,-0.24334794743031279
2230,1,-0.24112726466351733
2231,1,-0.23896067037990282
2232,1,-0.23674133985310142
2233,1,-0.23441597790261387
2234,1,-0.23251349514730049
2235,1,-0.23024454869829283
2236,1,-0.22803803075082532
2237,1,-0.22605016054996593
2238,1,-0.22418626436040331
2239,1,-0.22216858260881758
2240,1,-0.2205814079504704
2241,1,-0.21869037935473465
2242,1,-0.2169727332537873
2243,1,-0.21563401257359865
2244,1,-0.21426179701819054
2245,1,-0.21294878514109045
2246,1,-0.21172976188114992
2247,1,-0.21028709234138024
2248,1,-0.20947537568471972
2249,1,-0.20825129554820984
2250,1,-0.2073936854491876
2251,1,-0.20607825178788461
2252,1,-0.2052022708361759
2253,1,-0.20399045692858581
2254,1,-0.20340220184212676
2255,1,-0.20242159458425457
2256,1,-0.20180103644267888
2257,1,-0.20119317315033008
2258,1,-0.20056464302277036
2259,1,-0.2002440998936024
2260,1,-0.19993922568099293
2261,1,-0.19971531640657472
2262,1,-0.19979171693755263
2263,1,-0.20003046961241563
2264,1,-0.20056863936228064
2265,1,-0.20138935340418082
2266,1,-0.20211247997333118
2267,1,-0.20293894613173488
2268,1,-0.204040486836467
2269,1,-0.2050831362293227
2270,1,-0.20635236922562961
2271,1,-0.20789403200975748
2272,1,-0.20925897697032519
2273,1,-0.21077081213490398
2274,1,-0.21255486948676378
2275,1,-0.21450940652280945
2276,1,-0.21626466478640316
2277,1,-0.21806800922266528
2278,1,-0.22003441860612702
2279,1,-0.22227419734514145
2280,1,-0.2245255254476354
2281,1,-0.22676982539336804
2282,1,-0.22923674051377627
2283,1,-0.23181303372447351
2284,1,-0.23425450064509978
2285,1,-0.23674281853424159
2286,1,-0.23931680346420001
2287,1,-0.2421909431066952
2288,1,-0.24493162517669972
2289,1,-0.24788138269827942
2290,1,-0.25063673925256147
2291,1,-0.25346725605543985
2292,1,-0.25618494861520724
2293,1,-0.25874637821697083
2294,1,-0.26103233776167062
2295,1,-0.26346350567512145
2296,1,-0.26586614752290505
2297,1,-0.26845348405949693
2298,1,-0.2702346923327611
2299,1,-0.2723260834993948
2300,1,-0.27421499079133055
2301,1,-0.27581630534302365
2302,1,-0.27755568967633198
2303,1,-0.27918699955821458
2304,1,-0.28063321425083687
2305,1,-0.28201175388521288
2306,1,-0.28303071445051547
2307,1,-0.28398748068602592
2308,1,-0.284560947525834
2309,1,-0.28494363218760904
2310,1,-0.28488930681575891
2311,1,-0.28449395661802795
2312,1,-0.28376661034977657
2313,1,-0.2824494644241598
2314,1,-0.28093226946448729
2315,1,-0.27896921846192063
2316,1,-0.2765215977622289
2317,1,-0.27415248651895224
2318,1,-0.27107622872691922
2319,1,-0.2681420117515993
2320,1,-0.26523345781505259
2321,1,-0.26268720371648413
2322,1,-0.26025990568639557
2323,1,-0.25824207046449638
2324,1,-0.25614169139734044
2325,1,-0.25435440843208629
2326,1,-0.25290345677199183
2327,1,-0.25191631850345786
2328,1,-0.25114339514283696
2329,1,-0.25074235080781937
2330,1,-0.25063381979453947
2331,1,-0.250504120890297
2332,1,-0.25079388628945387
2333,1,-0.25120577335949085
2334,1,-0.25161023307091035
2335,1,-0.25252605432322872
2336,1,-0.25324426982014325
2337,1,-0.2539600173782427
2338,1,-0.25508840183521486
2339,1,-0.25629603440025139
2340,1,-0.25754736329104411
2341,1,-0.25914080834918829
2342,1,-0.26097508010153131
2343,1,-0.26277061257580725
2344,1,-0.26461877222719521
2345,1,-0.26649973781408426
2346,1,-0.26820478705527256
2347,1,-0.26987322060848379
2348,1,-0.27130259828086306
2349,1,-0.27248944271513992
2350,1,-0.27314770228869434
2351,1,-0.27373390325085434
2352,1,-0.27389700085800373
2353,1,-0.27412179493941635
2354,1,-0.2738062148243256
2355,1,-0.27363729754512661
2356,1,-0.27316383960559476
2357,1,-0.27264045144086474
2358,1,-0.27213623643074442
2359,1,-0.2714762879481048
2360,1,-0.27114267286981703
2361,1,-0.27102683862717614
2362,1,-0.27106219555635652
2363,1,-0.27102166784041953
2364,1,-0.27124788851165865
2365,1,-0.2713013623124636
2366,1,-0.27132749412873342
2367,1,-0.27144502100162671
2368,1,-0.27158302907411713
2369,1,-0.27180129902942951
2370,1,-0.27197211737622379
2371,1,-0.27244490172312202
2372,1,-0.27271371340617806
2373,1,-0.27312958575683249
2374,1,-0.27358425056850894
2375,1,-0.27407331785726136
2376,1,-0.27449121619938605
2377,1,-0.27488346410663139
2378,1,-0.27540568498132328
2379,1,-0.27591414827475647
2380,1,-0.27649392105881204
2381,1,-0.27723867802403007
2382,1,-0.27827591975236809
2383,1,-0.27928050284579714
2384,1,-0.28021429179359281
2385,1,-0.28110062328306046
2386,1,-0.28210258799933774
2387,1,-0.28316767622350481
2388,1,-0.28405829016378042
2389,1,-0.28531544539656573
2390,1,-0.28611926544216743
2391,1,-0.28718178903477681
2392,1,-0.28850387568586428
2393,1,-0.28988046057827743
2394,1,-0.29119391254211874
2395,1,-0.29244338711903384
2396,1,-0.29345790872375582
2397,1,-0.29474592783653464
2398,1,-0.29540999543221197
2399,1,-0.2962286789122911
2400,1,-0.29711107735775388
2401,1,-0.29788014203243368
2402,1,-0.29865978397368526
2403,1,-0.29981004387291471
2404,1,-0.30050476408597243
2405,1,-0.30121010135972015
2406,1,-0.30163330176273345
2407,1,-0.30229718440496317
2408,1,-0.30280375595370285
2409,1,-0.30277793886985566
2410,1,-0.3029204472081542
2411,1,-0.30285195770287948
2412,1,-0.30234670800089308
2413,1,-0.30203684817398735
2414,1,-0.30161371543915055
2415,1,-0.30102159005576318
2416,1,-0.30072949705456364
2417,1,-0.30052633860149408
2418,1,-0.30020924380116976
2419,1,-0.2999901274471542
2420,1,-0.29949803436781985
2421,1,-0.29907414154984135
2422,1,-0.29870002950020624
2423,1,-0.29833598745871226
2424,1,-0.29838776699990677
2425,1,-0.2981610045062657
2426,1,-0.29791515108558886
2427,1,-0.2980223514498419
2428,1,-0.29782931546749919
2429,1,-0.29776869600356892
2430,1,-0.29780025570604923
2431,1,-0.29763139109075015
2432,1,-0.29778958542479123
2433,1,-0.2975651820595614
2434,1,-0.29723315685183788
2435,1,-0.29680879991514358
2436,1,-0.2960558021158628
2437,1,-0.29584397256100509
2438,1,-0.29571269440103198
2439,1,-0.2954521886447623
2440,1,-0.29505225793437018
2441,1,-0.29488220900212997
2442,1,-0.29412075809676685
2443,1,-0.29339947176735198
2444,1,-0.29307411925168503
2445,1,-0.29242618325108793
2446,1,-0.29131900226827917
2447,1,-0.29062660237862936
2448,1,-0.28966149882222042
2449,1,-0.28888845000695851
2450,1,-0.28842267329450111
2451,1,-0.28711387962930585
2452,1,-0.28604256152590102
2453,1,-0.28536766483923215
2454,1,-0.28485295768048108
2455,1,-0.28493442202789071
2456,1,-0.28496501221663495
2457,1,-0.28471277158652031
2458,1,-0.28449127759097836
2459,1,-0.28437918452151034
2460,1,-0.2842380293777817
2461,1,-0.28388480117957715
2462,1,-0.28354011545838326
2463,1,-0.28290103634954744
2464,1,-0.28256914329628108
2465,1,-0.28163607093430265
2466,1,-0.28125659699837674
2467,1,-0.28130832910657888
2468,1,-0.28098243266312178
2469,1,-0.28075685598411765
2470,1,-0.28048237671627008
2471,1,-0.27967112167593666
2472,1,-0.27921270431923145
2473,1,-0.27873425073863684
2474,1,-0.27800995813337537
2475,1,-0.27678786204687172
2476,1,-0.27633473662284624
2477,1,-0.27651705076524313
2478,1,-0.27640560378984985
2479,1,-0.27715500585819985
2480,1,-0.27721199500641586
2481,1,-0.27629414237239414
2482,1,-0.27600096988424122
2483,1,-0.27581130687775141
2484,1,-0.27605930869399442
2485,1,-0.27740901994667577
2486,1,-0.2774423287462463
2487,1,-0.27740274329199244
2488,1,-0.27724826104567507
2489,1,-0.27646014466981089
2490,1,-0.27610818836870316
2491,1,-0.27564008925944133
2492,1,-0.27588194736609289
2493,1,-0.27612881559805147
2494,1,-0.27674245769831068
2495,1,-0.27850955377710113
2496,1,-0.28014550873931138
2497,1,-0.2816534167809055
2498,1,-0.28172260379033637
2499,1,-0.28199517341405245
2500,1,-0.28302369349355222
780,2,0.056294033425115457
781,2,0.057365826824567527
782,2,0.058438468799316516
783,2,0.059371046158573026
784,2,0.060240362738842188
785,2,0.06109344273227426
786,2,0.061916849998763047
787,2,0.062670946195958602
788,2,0.063271197936357826
789,2,0.06390767778170045
790,2,0.06455421349285824
791,2,0.065073437093672304
792,2,0.06555641344176949
793,2,0.066090121318797421
794,2,0.066537824464429671
795,2,0.066960916727797581
796,2,0.067330440067268349
797,2,0.067721245911390116
798,2,0.068065488479385497
799,2,0.068422249287077797
800,2,0.068692777645818798
801,2,0.068997175973473712
802,2,0.069266078540795528
803,2,0.06949485908809161
804,2,0.069743080475658095
805,2,0.070003156487382992
806,2,0.070168896375883069
807,2,0.07030567290017771
808,2,0.070572155138474868
809,2,0.070686508921126004
810,2,0.070773119243049437
811,2,0.070947955365842127
812,2,0.07115883545935657
813,2,0.071207274974616402
814,2,0.071287648256595351
815,2,0.071392151865131259
816,2,0.071437244640135678
817,2,0.071520295473125106
818,2,0.071475840759211082
819,2,0.071658743980908546
820,2,0.071568803088774655
821,2,0.071634271365973265
822,2,0.07160962054358179
823,2,0.071584962561721796
824,2,0.071634443910407936
825,2,0.071497360406557672
826,2,0.071455495904370128
827,2,0.071500608978031774
828,2,0.071366213256505329
829,2,0.071263671312075214
830,2,0.071206444420870971
831,2,0.071175968724363728
832,2,0.071110309227692514
833,2,0.070932780534197076
834,2,0.070765520210342409
835,2,0.070715076489939466
836,2,0.070571044098345914
837,2,0.070390238696818722
838,2,0.070234450700594683
839,2,0.070081093758908253
840,2,0.070022597664911895
841,2,0.069785859658505395
842,2,0.069553664180618549
843,2,0.069389655945404152
844,2,0.069180569206109627
845,2,0.068978460838600278
846,2,0.068615786509215806
847,2,0.068456609707808175
848,2,0.068224348204782348
849,2,0.068038811822424342
850,2,0.067688492745619736
851,2,0.06745256684972184
852,2,0.0672801516652968
853,2,0.066958673767570004
854,2,0.066754278762450187
855,2,0.06650675420550381
856,2,0.066224991019673066
857,2,0.066034746505202468
858,2,0.0657727709724895
859,2,0.065403217869072217
860,2,0.06522346004579202
861,2,0.064988850850888596
862,2,0.064624744035171072
863,2,0.06433874163440885
864,2,0.064127568093721665
865,2,0.063925187451140703
866,2,0.063575841614020592
867,2,0.063334399831898369
868,2,0.063087165174290527
869,2,0.062788899655750866
870,2,0.062506754520292973
871,2,0.062286650963354284
872,2,0.061916827354972823
873,2,0.061619697533140207
874,2,0.061397697461784397
875,2,0.061069581078537619
876,2,0.060904799855305732
877,2,0.060554015544873808
878,2,0.060276941482159396
879,2,0.060137151923341514
880,2,0.059862413008864697
881,2,0.059649129505987365
882,2,0.059360985143427678
883,2,0.059132602406376779
884,2,0.058901842763536515
885,2,0.05877107223228456
886,2,0.058625631733996923
887,2,0.058414820055212195
888,2,0.058215078336540868
889,2,0.058202179995849132
890,2,0.058016280785055885
891,2,0.057851126897113428
892,2,0.057753447990885748
893,2,0.057650018235105127
894,2,0.057475645734845558
895,2,0.057398715094025977
896,2,0.057332118087775233
897,2,0.05733668045405866
898,2,0.057272594655454714
899,2,0.057010816527511832
900,2,0.05709736724819945
901,2,0.05687090125594553
902,2,0.05693135892330916
903,2,0.056828869204320828
904,2,0.056664896351615514
905,2,0.056518923488876931
906,2,0.056619739540037302
907,2,0.056455022593245946
908,2,0.056465955101612016
909,2,0.056250903596054357
910,2,0.056282426359479151
911,2,0.056243256562728605
912,2,0.056041466780960898
913,2,0.055960646793210091
914,2,0.055867667757348742
915,2,0.055739838186388328
916,2,0.05557139856292765
917,2,0.055440026074847278
918,2,0.055125968617238029
919,2,0.054953434283768123
920,2,0.054754486333620199
921,2,0.054320091918041789
922,2,0.054014867541754157
923,2,0.053590000962773325
924,2,0.053485855547791873
925,2,0.053083820138791288
926,2,0.05264595497609046
927,2,0.052393866777237307
928,2,0.052026694696087637
929,2,0.051653897150526193
930,2,0.05120247055062143
931,2,0.050950957248131513
932,2,0.050617248227597812
933,2,0.050244684935778904
934,2,0.050011256401043876
935,2,0.049692718078673231
936,2,0.049338670934714488
937,2,0.049168172009976682
938,2,0.048912160606330676
939,2,0.04872773781946458
940,2,0.048433657472066315
941,2,0.048309055788641073
942,2,0.04814368281055429
943,2,0.047878421857124098
944,2,0.047742683585470611
945,2,0.047670691322197256
946,2,0.047542951007311825
947,2,0.047532944352152134
948,2,0.047374527644503305
949,2,0.047459636344451099
950,2,0.047407147088934697
951,2,0.04748454650351084
952,2,0.047556285575907013
953,2,0.047710796259250766
954,2,0.047988182613031047
955,2,0.048101770505619333
956,2,0.04838403376906901
957,2,0.04866548261967913
958,2,0.049123375993197049
959,2,0.049524012337138039
960,2,0.049999444044641378
961,2,0.050586930188835512
