response,component,q,dilation,weighted_q,component_sign
TS,1,0.17182313146590145,1.6222857112653881,0.2787462110420062,-1
CP,1,0.52829938706358059,1.6222857112653881,0.8570525469035094,-1
ADF,1,-0.74422650491212261,1.6222857112653881,-1.2073480248639168,-1
IVOMD,1,0.37081461474405492,1.6222857112653881,0.60156725102765995,-1
TS,2,0.55847719752875125,0.7764555849723761,0.43363273910091976,1
CP,2,-0.69670760555082101,0.7764555849723761,-0.54096251142266616,1
ADF,2,-0.15501943554756781,0.7764555849723761,-0.12036570651017432,1
IVOMD,2,0.42269457863874543,0.7764555849723761,0.32820356632159914,1
