response,predictor,coefficient
Total Alkaloids,8095.70320250994,16.231379702715707
Total Alkaloids,8091.84626907309,12.346352261662432
Total Alkaloids,8087.98933563625,-0.093432546499729083
Total Alkaloids,8084.1324021994,3.7363829289749058
Total Alkaloids,8080.27546876255,6.6899187987941682
Total Alkaloids,8076.41853532571,-1.4617488502586913
Total Alkaloids,8072.56160188886,1.7151877728506699
Total Alkaloids,8068.70466845201,6.8116211494267436
Total Alkaloids,8064.84773501516,-8.8026385382558949
Total Alkaloids,8060.99080157832,-18.975086959479334
Total Alkaloids,8057.13386814147,-11.558016113613682
Total Alkaloids,8053.27693470462,-12.887073358402727
Total Alkaloids,8049.42000126777,-3.4819763390207834
Total Alkaloids,8045.56306783093,3.6821522639368696
Total Alkaloids,8041.70613439408,-13.211793333018731
Total Alkaloids,8037.84920095723,-25.929686066433465
Total Alkaloids,8033.99226752039,-18.380358498265522
Total Alkaloids,8030.13533408354,-8.401878102825858
Total Alkaloids,8026.27840064669,-8.1276987958592066
Total Alkaloids,8022.42146720984,-10.051980123515046
Total Alkaloids,8018.564533773,-12.556529004071946
Total Alkaloids,8014.70760033615,-3.764356772263628
Total Alkaloids,8010.8506668993,7.2719055755764703
Total Alkaloids,8006.99373346245,2.3559270626169289
Total Alkaloids,8003.13680002561,-5.9602788936228892
Total Alkaloids,7999.27986658876,-4.274997177427184
Total Alkaloids,7995.42293315191,-5.2351951493682343
Total Alkaloids,7991.56599971507,0.80381551777993754
Total Alkaloids,7987.70906627822,-0.2430831505591674
Total Alkaloids,7983.85213284137,-1.9560814274685652
Total Alkaloids,7979.99519940452,-2.7829437665692542
Total Alkaloids,7976.13826596768,-0.89372365816413624
Total Alkaloids,7972.28133253083,-6.6618925724149936
Total Alkaloids,7968.42439909398,-2.184489249441425
Total Alkaloids,7964.56746565713,7.8437875122695653
Total Alkaloids,7960.71053222029,8.2300208215644428
Total Alkaloids,7956.85359878344,2.3922643267884824
Total Alkaloids,7952.99666534659,-7.8953207671378598
Total Alkaloids,7949.13973190975,-12.776850380376114
Total Alkaloids,7945.2827984729,-5.982372432170588
Total Alkaloids,7941.42586503605,-4.3441444114451615
