sample,score_distance,x_reconstruction_residual
244,1.6673763925420853,0.046796852103468803
245,10.827015241014202,0.0060569846704863336
246,1.6241896355636971,0.0020499631756312128
247,9.4118438240839257,0.013972777262017818
248,4.581007006599723,0.0055274304855545148
249,5.2212525826785345,0.068895847458087092
250,9.9806419931775174,0.32303047141377739
251,6.8427926843361311,0.065165672947793629
252,9.4278563167735392,0.21565249463315792
253,6.4281101154824407,0.013221066104184135
254,15.563886880208443,0.05595203835766864
255,6.0532953235763554,0.047832901645268391
256,3.7797753420220639,0.0046092523021505792
257,12.999067878694554,0.038840095957739268
258,4.0513051133295752,0.083783059458622813
259,10.763258839722823,0.05935493166217231
260,7.1897283957949902,0.048540476230389276
261,6.675641514751085,0.034748901600388259
262,5.6315297794822747,0.23746055959617973
263,10.483509599588487,0.011034017199042836
264,7.4531497983339641,0.14749754896106163
265,10.932204423136103,0.025364417132101746
266,9.1111534973547137,0.078872075118851886
267,6.30740329612218,0.16317918450263408
268,5.2854530615279378,0.017754698574523026
269,9.2376133054668337,0.18390409937557045
270,5.7799504500305954,0.024397095960443267
271,6.5762390843982015,0.048877878838552657
272,19.024956982798372,0.0072607667409540586
273,5.1017698982607076,0.15181063942538861
274,20.569517757460318,0.01748673886311651
275,19.843266056559663,0.1284429039972525
276,8.8184560536651837,0.14186656329813416
277,22.970726197765337,0.03437650659124717
278,7.5761711284382853,0.063822261730580226
279,9.3626048445514325,0.081181592756731813
280,7.2028856268488841,0.13542991101676619
281,9.4591745282823769,0.032357749919458591
282,8.0994963614385291,0.068738943464649163
283,8.8402804182204573,0.060495338010824962
284,5.9748532370789897,0.056405882144020592
285,17.817482687717931,0.042088184371117277
286,17.406439690582967,0.13861046951062642
287,13.370526395739192,0.02231887346633489
288,6.5653104829672646,0.0058027533512376838
289,9.0656860511924364,0.016973001594344058
290,8.7174779220472232,0.083057241631055434
291,12.322461027591135,0.03020459518618929
292,11.585595170699042,0.098080426204857005
293,8.7474428939799491,0.060959014160304539
294,10.334364697363402,0.13993111493091398
295,8.0023946032737054,0.11099379536100858
296,8.2508421513530301,0.034928022732791789
297,7.8893042311395813,0.026477422893637026
298,13.425742882998168,0.026429821188802632
299,8.8406040748550367,0.032875782764118469
300,12.620514779018979,0.29740255940965582
301,5.1724549867392913,0.24999113269094225
302,29.52315113231068,0.04509812701652692
303,11.355142584211386,0.040882659000156425
304,4.0247036752928533,0.033606530624537355
305,8.1242737906978864,0.049404683404796791
306,17.051546751736137,0.023668849520284641
307,9.5220349975205636,0.063660182395513076
308,17.132319928512317,0.044297214254440199
309,28.93138134288003,0.027230781564181194
310,23.841230190581346,0.086495963978636889
311,11.521436025325704,0.047377030505978669
312,58.779728053151899,0.033005625786683153
313,15.58826854784119,0.041062775544014267
314,30.400505200335775,0.0091808622276458845
315,14.078703892116753,0.012228505364539271
316,8.9345666595003994,0.036535833803872916
317,15.756803212435134,0.063528382910411491
318,9.5181163345569217,0.38383106747890305
319,6.2861194296975782,0.098877336981078673
320,3.3301923708792809,0.013036162507463776
321,9.5928311750180697,0.27869262634779657
322,7.514406788462658,0.035775237426684911
323,8.3648665614282134,0.086459783963849846
324,4.7082725936447041,0.030858008519384403
325,10.481380874890419,0.094239339212046955
326,8.7402184703674841,0.056753338599199461
327,12.5708602248839,0.07199495897248287
328,4.3527801285739489,0.035539387790711328
329,3.7853801893735417,0.031029908425262955
330,8.3349089019198672,0.065735684569094094
331,6.6063395271123921,0.010717261723594395
332,7.9208302104467059,0.30450458199789115
333,4.048559868961445,0.11719782683558772
334,11.229565397949671,0.2060756637738938
335,5.8201347282133442,0.016018052132530172
336,7.5208247679182696,0.0089144866015249818
337,8.5827614416320515,0.0040395104318792768
338,4.2514522266943207,0.14725729907165963
339,6.2890043445335744,0.026755150045326533
340,11.636304351540318,0.071257607679493004
341,12.615361723817017,0.0090402757030011889
342,10.232877933920983,0.024531919463064017
343,3.7667194575682617,0.099288682373725318
344,4.0461260038057922,0.0025561599737726429
345,7.4749004547070186,0.092176221216571125
346,10.99875204635774,0.045211205916510885
347,2.9782527551303928,0.0081291656270898842
